S/No	SWCRDBFMN	Project	Version	Station	LightBox	Fixture	LightPanel	Date	Time	S_BL	S_BR	S_CT	S_TL	S_TR	Shd	DKC	Wa_BL	Wa_BR	Wa_CT	Wa_TL	Wa_TR	Dfa_BL	Dfa_BR	Dfa_CT	Dfa_TL	Dfa_TR	Wb_BL	Wb_BR	Wb_CT	Wb_TL	Wb_TR	Dfb_BL	Dfb_BR	Dfb_CT	Dfb_TL	Dfb_TR	CR_H	CR_S	CR_L	CG_H	CG_S	CG_L	CB_H	CB_S	CB_L	R_TL	R_TR	R_CT	R_BL	R_BR	De1	De2	R_CTST	F_R_TL	F_R_TR	F_R_CT	F_R_BL	F_R_BR	F_De1	F_De2	DZ1	DZ2	WZ1	WZ2	WZ1S	WZ2S	DC	WL	DV	BZ1	BZ2	WZ1	WZ2	WZ1S	WZ2S	BC	WL	BV	NO_MEANS	NO_STANDARD	BLEM	X_val	Y_val	dpc_stdev	dpc_max	dpc_min	nFit	peak	ripple	sigma	mean	amp	StdDevRed	StdDevGreen	StdDevBlue	StdDevRGB	CycleTime_S	FFDD	MIC	L_FREQ	R_FREQ	L_dB	R_dB	L_Noise	R_Noise	
DFQPT0385891HS	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	03:46:40	130.02	137.95	131.11	132.16	140.28	99.17	0.92	123.50	123.74	124.06	124.15	125.01	-3.50	-3.26	-2.94	-2.85	-1.99	129.97	129.44	129.14	130.29	129.84	2.97	2.44	2.14	3.29	2.84	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	30.56	67.35	29.72	26.46	74.58	-44.02	48.12	1.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.556	0.966745	0.445500	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.06	-26.00	0.00	0.00	
DFQPT0385891HS	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	03:46:44	130.02	137.95	131.11	132.16	140.28	99.17	0.92	123.50	123.74	124.06	124.15	125.01	-3.50	-3.26	-2.94	-2.85	-1.99	129.97	129.44	129.14	130.29	129.84	2.97	2.44	2.14	3.29	2.84	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	30.56	67.35	29.72	26.46	74.58	-44.02	48.12	1.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.556	0.966745	0.445500	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.06	-26.00	0.00	0.00	
DFQPT0385891HR	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	03:47:45	130.54	136.06	130.43	131.99	137.48	100.00	0.93	125.55	122.61	124.59	125.84	123.17	-1.45	-4.39	-2.41	-1.16	-3.83	129.29	130.26	129.07	129.16	130.58	2.29	3.26	2.07	2.16	3.58	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	77.27	71.76	79.34	76.80	72.37	-2.07	7.59	3.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.470	0.969943	0.373351	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	187.383	169.159	181.273	537.816	0	--OO--	2	0	0	-26.12	-26.28	0.00	0.00	
DFQPT0385891HR	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	03:48:54	130.54	136.06	130.43	131.99	137.48	100.00	0.93	125.55	122.61	124.59	125.84	123.17	-1.45	-4.39	-2.41	-1.16	-3.83	129.29	130.26	129.07	129.16	130.58	2.29	3.26	2.07	2.16	3.58	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	31.80	66.30	30.83	26.97	49.77	-34.50	39.33	1.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.470	0.969943	0.373351	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.12	-26.28	0.00	0.00	
DFQPT0385891HR	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	03:48:59	130.54	136.06	130.43	131.99	137.48	100.00	0.93	125.55	122.61	124.59	125.84	123.17	-1.45	-4.39	-2.41	-1.16	-3.83	129.29	130.26	129.07	129.16	130.58	2.29	3.26	2.07	2.16	3.58	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	31.80	66.30	30.83	26.97	49.77	-34.50	39.33	1.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.470	0.969943	0.373351	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.12	-26.28	0.00	0.00	
DFQPT0385891HT	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	03:49:52	134.58	139.75	131.03	133.34	137.40	100.00	0.94	124.42	123.96	123.51	126.31	125.76	-2.58	-3.04	-3.49	-0.69	-1.24	130.04	129.51	129.01	129.37	128.92	3.04	2.51	2.01	2.37	1.92	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	77.04	74.04	79.80	74.26	74.17	-2.76	5.76	3.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.908	0.531183	0.250335	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	206.089	188.417	197.358	591.864	0	--OO--	2	0	0	-25.89	-26.26	0.00	0.00	
DFQPT0385891HT	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	03:50:59	134.58	139.75	131.03	133.34	137.40	100.00	0.94	124.42	123.96	123.51	126.31	125.76	-2.58	-3.04	-3.49	-0.69	-1.24	130.04	129.51	129.01	129.37	128.92	3.04	2.51	2.01	2.37	1.92	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	28.99	64.94	29.73	27.20	64.66	-35.95	37.74	1.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.908	0.531183	0.250335	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.89	-26.26	0.00	0.00	
DFQPT0385891HT	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	03:51:03	134.58	139.75	131.03	133.34	137.40	100.00	0.94	124.42	123.96	123.51	126.31	125.76	-2.58	-3.04	-3.49	-0.69	-1.24	130.04	129.51	129.01	129.37	128.92	3.04	2.51	2.01	2.37	1.92	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	28.99	64.94	29.73	27.20	64.66	-35.95	37.74	1.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.908	0.531183	0.250335	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.89	-26.26	0.00	0.00	
DFQPT0385891HV	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	03:52:00	132.49	138.40	132.92	135.89	141.86	99.68	0.92	123.97	123.19	123.36	125.79	125.32	-3.03	-3.81	-3.64	-1.21	-1.68	130.11	130.34	129.10	129.54	129.88	3.11	3.34	2.10	2.54	2.88	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	75.62	70.16	79.46	68.61	65.51	-3.83	13.95	3.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.945	0.616930	0.295290	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	213.155	195.733	205.611	614.498	0	--OO--	2	0	0	-26.25	-26.28	0.00	0.00	
DFQPT0385891HV	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	03:53:07	132.49	138.40	132.92	135.89	141.86	99.68	0.92	123.97	123.19	123.36	125.79	125.32	-3.03	-3.81	-3.64	-1.21	-1.68	130.11	130.34	129.10	129.54	129.88	3.11	3.34	2.10	2.54	2.88	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	36.21	65.82	81.25	32.58	63.25	-45.04	48.67	3.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.945	0.616930	0.295290	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.25	-26.28	0.00	0.00	
DFQPT0385891HV	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	03:53:23	132.49	138.40	132.92	135.89	141.86	99.68	0.92	123.97	123.19	123.36	125.79	125.32	-3.03	-3.81	-3.64	-1.21	-1.68	130.11	130.34	129.10	129.54	129.88	3.11	3.34	2.10	2.54	2.88	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	36.21	65.82	81.25	32.58	63.25	-45.04	48.67	3.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.945	0.616930	0.295290	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.25	-26.28	0.00	0.00	
DFQPT0385891L4	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	03:54:19	133.16	142.45	134.43	133.69	143.35	99.06	0.93	123.04	123.83	123.15	123.74	124.07	-3.96	-3.17	-3.85	-3.26	-2.93	131.85	131.51	131.17	132.13	131.30	4.85	4.51	4.17	5.13	4.30	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	77.81	74.97	79.82	75.18	73.87	-2.01	5.95	3.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.992	0.651480	0.314561	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	219.155	195.597	213.075	627.827	0	--OO--	2	0	0	-25.74	-26.36	0.00	0.00	
DFQPT0385891L4	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	03:55:26	133.16	142.45	134.43	133.69	143.35	99.06	0.93	123.04	123.83	123.15	123.74	124.07	-3.96	-3.17	-3.85	-3.26	-2.93	131.85	131.51	131.17	132.13	131.30	4.85	4.51	4.17	5.13	4.30	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	30.67	66.12	31.27	28.10	63.41	-35.45	38.02	1.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.992	0.651480	0.314561	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.74	-26.36	0.00	0.00	
DFQPT0385891L4	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	03:55:32	133.16	142.45	134.43	133.69	143.35	99.06	0.93	123.04	123.83	123.15	123.74	124.07	-3.96	-3.17	-3.85	-3.26	-2.93	131.85	131.51	131.17	132.13	131.30	4.85	4.51	4.17	5.13	4.30	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	30.67	66.12	31.27	28.10	63.41	-35.45	38.02	1.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.992	0.651480	0.314561	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.74	-26.36	0.00	0.00	
DFQPT0385891L3	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	03:56:29	130.82	140.36	132.83	132.66	142.57	98.48	0.91	124.30	122.77	123.77	125.07	123.79	-2.70	-4.23	-3.23	-1.93	-3.21	130.05	131.66	129.70	130.76	132.51	3.05	4.66	2.70	3.76	5.51	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.01	73.93	79.93	74.16	72.21	-5.92	7.72	3.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.965	0.634820	0.308888	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	205.869	184.419	194.636	584.923	0	--OO--	2	0	0	-26.22	-26.25	0.00	0.00	
DFQPT0385891L3	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	03:57:35	130.82	140.36	132.83	132.66	142.57	98.48	0.91	124.30	122.77	123.77	125.07	123.79	-2.70	-4.23	-3.23	-1.93	-3.21	130.05	131.66	129.70	130.76	132.51	3.05	4.66	2.70	3.76	5.51	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	16.67	64.79	21.23	0.00	62.38	-48.12	64.79	1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.965	0.634820	0.308888	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.22	-26.25	0.00	0.00	
DFQPT0385891L3	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	03:58:05	130.82	140.36	132.83	132.66	142.57	98.48	0.91	124.30	122.77	123.77	125.07	123.79	-2.70	-4.23	-3.23	-1.93	-3.21	130.05	131.66	129.70	130.76	132.51	3.05	4.66	2.70	3.76	5.51	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	16.67	64.79	21.23	0.00	62.38	-48.12	64.79	1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.965	0.634820	0.308888	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.22	-26.25	0.00	0.00	
DFQPT0385891HW	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	03:59:12	130.35	139.06	130.69	133.14	142.12	99.74	0.90	125.01	123.61	122.79	126.57	125.32	-1.99	-3.39	-4.21	-0.43	-1.68	130.01	130.05	129.03	129.55	129.90	3.01	3.05	2.03	2.55	2.90	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	75.88	72.55	79.83	74.41	75.00	-3.94	7.28	3.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.950	0.616838	0.335591	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	199.870	182.803	193.383	576.056	0	--OO--	2	0	0	-26.16	-26.29	0.00	0.00	
DFQPT0385891HW	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	04:00:20	130.35	139.06	130.69	133.14	142.12	99.74	0.90	125.01	123.61	122.79	126.57	125.32	-1.99	-3.39	-4.21	-0.43	-1.68	130.01	130.05	129.03	129.55	129.90	3.01	3.05	2.03	2.55	2.90	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	30.75	61.94	32.80	29.71	61.37	-31.19	32.22	1.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.950	0.616838	0.335591	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.16	-26.29	0.00	0.00	
DFQPT0385891HW	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	04:00:25	130.35	139.06	130.69	133.14	142.12	99.74	0.90	125.01	123.61	122.79	126.57	125.32	-1.99	-3.39	-4.21	-0.43	-1.68	130.01	130.05	129.03	129.55	129.90	3.01	3.05	2.03	2.55	2.90	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	30.75	61.94	32.80	29.71	61.37	-31.19	32.22	1.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.950	0.616838	0.335591	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.16	-26.29	0.00	0.00	
DFQPT0385891HX	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	04:01:21	132.59	141.01	132.45	133.43	141.22	100.00	0.93	123.92	122.85	123.71	125.81	124.66	-3.08	-4.15	-3.29	-1.19	-2.34	129.64	129.90	129.06	129.39	129.61	2.64	2.90	2.06	2.39	2.61	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	77.18	73.86	79.88	72.21	70.36	-2.70	9.53	3.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.903	0.530028	0.248925	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	204.669	189.991	198.147	592.806	0	--OO--	2	0	0	-25.84	-26.02	0.00	0.00	
DFQPT0385891HX	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	04:02:28	132.59	141.01	132.45	133.43	141.22	100.00	0.93	123.92	122.85	123.71	125.81	124.66	-3.08	-4.15	-3.29	-1.19	-2.34	129.64	129.90	129.06	129.39	129.61	2.64	2.90	2.06	2.39	2.61	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	27.43	64.59	30.81	27.96	62.77	-37.17	36.64	1.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.903	0.530028	0.248925	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.84	-26.02	0.00	0.00	
DFQPT0385891HX	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	04:02:31	132.59	141.01	132.45	133.43	141.22	100.00	0.93	123.92	122.85	123.71	125.81	124.66	-3.08	-4.15	-3.29	-1.19	-2.34	129.64	129.90	129.06	129.39	129.61	2.64	2.90	2.06	2.39	2.61	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	27.43	64.59	30.81	27.96	62.77	-37.17	36.64	1.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.903	0.530028	0.248925	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.84	-26.02	0.00	0.00	
DFQPT0385891J0	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	04:03:16	132.59	141.01	132.45	133.43	141.22	100.00	0.93	123.92	122.85	123.71	125.81	124.66	-3.08	-4.15	-3.29	-1.19	-2.34	129.64	129.90	129.06	129.39	129.61	2.64	2.90	2.06	2.39	2.61	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	68.76	59.54	68.54	63.01	59.98	0.22	9.00	2.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.903	0.530028	0.248925	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	XXOO	1	1	1	-26.0	-26.0	10	10	
DFQPT0385891HY	OOX-------O-----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	04:05:06	135.36	143.09	134.67	137.16	144.65	100.00	0.92	124.26	122.02	123.50	125.90	124.14	-2.74	-4.98	-3.50	-1.10	-2.86	129.90	129.91	129.01	129.56	129.66	2.90	2.91	2.01	2.56	2.66	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	77.96	74.72	79.52	74.82	73.72	-1.56	5.80	3.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.031	0.616809	0.310622	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	232.217	210.738	224.583	667.538	0	--OO--	2	0	0	-26.01	-26.24	0.00	0.00	
DFQPT0385891HY	OOX-------O-----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	04:06:14	135.36	143.09	134.67	137.16	144.65	100.00	0.92	124.26	122.02	123.50	125.90	124.14	-2.74	-4.98	-3.50	-1.10	-2.86	129.90	129.91	129.01	129.56	129.66	2.90	2.91	2.01	2.56	2.66	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	31.54	66.37	32.83	28.20	61.98	-34.83	38.16	1.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.031	0.616809	0.310622	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.01	-26.24	0.00	0.00	
DFQPT0385891HY	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	04:07:18	135.36	143.09	134.67	137.16	144.65	100.00	0.92	124.26	122.02	123.50	125.90	124.14	-2.74	-4.98	-3.50	-1.10	-2.86	129.90	129.91	129.01	129.56	129.66	2.90	2.91	2.01	2.56	2.66	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	31.54	66.37	32.83	28.20	61.98	-34.83	38.16	1.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.031	0.616809	0.310622	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.01	-26.24	0.00	0.00	
DFQPT0385891J2	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	04:08:14	128.56	138.76	130.01	132.39	142.83	98.88	0.89	124.07	123.19	123.50	126.37	125.75	-2.93	-3.81	-3.50	-0.63	-1.25	129.85	129.64	129.06	129.64	130.05	2.85	2.64	2.06	2.64	3.05	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.94	73.81	78.96	73.90	73.16	-4.03	5.81	3.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.561	0.967259	0.440342	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	202.003	185.648	195.189	582.841	0	--OO--	2	0	0	-25.76	-26.25	0.00	0.00	
DFQPT0385891J2	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	04:09:24	128.56	138.76	130.01	132.39	142.83	98.88	0.89	124.07	123.19	123.50	126.37	125.75	-2.93	-3.81	-3.50	-0.63	-1.25	129.85	129.64	129.06	129.64	130.05	2.85	2.64	2.06	2.64	3.05	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	30.73	62.55	32.42	25.88	63.22	-32.49	37.34	1.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.561	0.967259	0.440342	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.76	-26.25	0.00	0.00	
DFQPT0385891J2	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	04:09:27	128.56	138.76	130.01	132.39	142.83	98.88	0.89	124.07	123.19	123.50	126.37	125.75	-2.93	-3.81	-3.50	-0.63	-1.25	129.85	129.64	129.06	129.64	130.05	2.85	2.64	2.06	2.64	3.05	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	30.73	62.55	32.42	25.88	63.22	-32.49	37.34	1.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.561	0.967259	0.440342	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.76	-26.25	0.00	0.00	
DFQPT0385891J1	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	04:10:25	131.55	139.61	132.53	134.12	142.34	99.26	0.91	124.14	123.91	123.83	125.31	124.34	-2.86	-3.09	-3.17	-1.69	-2.66	129.00	129.01	129.19	129.64	130.37	2.00	2.01	2.19	2.64	3.37	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	77.25	72.81	78.87	74.08	71.02	-1.62	7.85	3.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.914	0.589159	0.292119	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	198.913	180.431	196.927	576.270	0	--OO--	2	0	0	-25.94	-26.59	0.00	0.00	
DFQPT0385891J1	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	04:11:33	131.55	139.61	132.53	134.12	142.34	99.26	0.91	124.14	123.91	123.83	125.31	124.34	-2.86	-3.09	-3.17	-1.69	-2.66	129.00	129.01	129.19	129.64	130.37	2.00	2.01	2.19	2.64	3.37	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	28.57	63.21	30.81	26.33	62.28	-34.64	36.88	1.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.914	0.589159	0.292119	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.94	-26.59	0.00	0.00	
