S/No	SWCRDBFMN	Project	Version	Station	LightBox	Fixture	LightPanel	Date	Time	S_BL	S_BR	S_CT	S_TL	S_TR	Shd	DKC	Wa_BL	Wa_BR	Wa_CT	Wa_TL	Wa_TR	Dfa_BL	Dfa_BR	Dfa_CT	Dfa_TL	Dfa_TR	Wb_BL	Wb_BR	Wb_CT	Wb_TL	Wb_TR	Dfb_BL	Dfb_BR	Dfb_CT	Dfb_TL	Dfb_TR	CR_H	CR_S	CR_L	CG_H	CG_S	CG_L	CB_H	CB_S	CB_L	R_TL	R_TR	R_CT	R_BL	R_BR	De1	De2	R_CTST	F_R_TL	F_R_TR	F_R_CT	F_R_BL	F_R_BR	F_De1	F_De2	DZ1	DZ2	WZ1	WZ2	WZ1S	WZ2S	DC	WL	DV	BZ1	BZ2	WZ1	WZ2	WZ1S	WZ2S	BC	WL	BV	NO_MEANS	NO_STANDARD	BLEM	X_val	Y_val	dpc_stdev	dpc_max	dpc_min	nFit	peak	ripple	sigma	mean	amp	StdDevRed	StdDevGreen	StdDevBlue	StdDevRGB	CycleTime_S	FFDD	MIC	L_FREQ	R_FREQ	L_dB	R_dB	L_Noise	R_Noise	
DFQPT0385891J6	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:26:02	130.01	141.91	132.72	132.52	143.94	97.95	0.89	123.96	123.67	123.65	126.02	125.48	-3.04	-3.33	-3.35	-0.98	-1.52	129.12	130.03	128.97	128.84	130.67	2.12	3.03	1.97	1.84	3.67	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	39.55	69.79	79.34	35.42	62.36	-39.80	43.92	3.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.043	0.714923	0.328270	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	XXOO	1	1	1	-26.0	-26.0	10	10	
DFQPT0385891J6	X---------------	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:26:34	130.01	141.91	132.72	132.52	143.94	97.95	0.89	123.96	123.67	123.65	126.02	125.48	-3.04	-3.33	-3.35	-0.98	-1.52	129.12	130.03	128.97	128.84	130.67	2.12	3.03	1.97	1.84	3.67	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	39.55	69.79	79.34	35.42	62.36	-39.80	43.92	3.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.043	0.714923	0.328270	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	XXOO	1	1	1	-26.0	-26.0	10	10	
56g	X---------------	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:26:41	130.01	141.91	132.72	132.52	143.94	97.95	0.89	123.96	123.67	123.65	126.02	125.48	-3.04	-3.33	-3.35	-0.98	-1.52	129.12	130.03	128.97	128.84	130.67	2.12	3.03	1.97	1.84	3.67	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	39.55	69.79	79.34	35.42	62.36	-39.80	43.92	3.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.043	0.714923	0.328270	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	XXOO	1	1	1	-26.0	-26.0	10	10	
56g	OX--------------	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:27:07	130.01	141.91	132.72	132.52	143.94	97.95	0.89	123.96	123.67	123.65	126.02	125.48	-3.04	-3.33	-3.35	-0.98	-1.52	129.12	130.03	128.97	128.84	130.67	2.12	3.03	1.97	1.84	3.67	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	39.55	69.79	79.34	35.42	62.36	-39.80	43.92	3.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.043	0.714923	0.328270	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	XXOO	1	1	1	-26.0	-26.0	10	10	
DFQPT0385891J8	X---------------	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:30:17	131.14	139.20	132.90	135.32	143.53	98.68	0.91	124.00	124.10	123.85	125.24	125.25	-3.00	-2.90	-3.15	-1.76	-1.75	129.95	129.68	128.93	129.69	129.79	2.95	2.68	1.93	2.69	2.79	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	78.03	73.10	79.62	77.15	74.03	-1.59	6.52	3.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.977	0.651368	0.308556	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	200.180	183.222	195.255	578.656	0	--OO--	2	0	0	-25.78	-25.86	0.00	0.00	
DFQPT0385891J8	X---------------	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:31:24	131.14	139.20	132.90	135.32	143.53	98.68	0.91	124.00	124.10	123.85	125.24	125.25	-3.00	-2.90	-3.15	-1.76	-1.75	129.95	129.68	128.93	129.69	129.79	2.95	2.68	1.93	2.69	2.79	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	28.98	67.37	31.05	26.26	62.03	-38.39	41.10	1.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.977	0.651368	0.308556	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.78	-25.86	0.00	0.00	
DFQPT0385891J8	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:31:46	131.14	139.20	132.90	135.32	143.53	98.68	0.91	124.00	124.10	123.85	125.24	125.25	-3.00	-2.90	-3.15	-1.76	-1.75	129.95	129.68	128.93	129.69	129.79	2.95	2.68	1.93	2.69	2.79	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	28.98	67.37	31.05	26.26	62.03	-38.39	41.10	1.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.977	0.651368	0.308556	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.78	-25.86	0.00	0.00	
DFQPT0385891PP	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:32:44	130.13	137.33	130.00	131.63	137.57	100.00	0.94	123.05	123.06	123.86	125.03	125.35	-3.95	-3.94	-3.14	-1.97	-1.65	129.86	129.87	129.06	129.02	129.52	2.86	2.87	2.06	2.02	2.52	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.22	73.18	80.68	76.91	73.52	-6.46	7.50	3.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.218	0.794595	0.392825	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	187.952	176.445	183.472	547.869	0	--OO--	2	0	0	-25.73	-25.81	0.00	0.00	
DFQPT0385891PP	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:33:53	130.13	137.33	130.00	131.63	137.57	100.00	0.94	123.05	123.06	123.86	125.03	125.35	-3.95	-3.94	-3.14	-1.97	-1.65	129.86	129.87	129.06	129.02	129.52	2.86	2.87	2.06	2.02	2.52	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	16.69	64.83	17.80	0.00	62.75	-48.14	64.83	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.218	0.794595	0.392825	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.73	-25.81	0.00	0.00	
DFQPT0385891PP	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:34:14	130.13	137.33	130.00	131.63	137.57	100.00	0.94	123.05	123.06	123.86	125.03	125.35	-3.95	-3.94	-3.14	-1.97	-1.65	129.86	129.87	129.06	129.02	129.52	2.86	2.87	2.06	2.02	2.52	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	16.69	64.83	17.80	0.00	62.75	-48.14	64.83	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.218	0.794595	0.392825	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.73	-25.81	0.00	0.00	
DFQPT0385891PQ	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:35:20	131.49	138.79	130.94	130.85	137.61	99.93	0.93	123.65	124.12	123.84	124.41	124.95	-3.35	-2.88	-3.16	-2.59	-2.05	130.80	129.54	129.80	130.44	129.19	3.80	2.54	2.80	3.44	2.19	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	75.84	73.33	79.82	75.05	69.12	-3.98	10.70	3.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.105	0.742497	0.360429	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	200.781	177.822	184.809	563.413	0	--OO--	2	0	0	-25.93	-26.18	0.00	0.00	
DFQPT0385891PQ	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:36:28	131.49	138.79	130.94	130.85	137.61	99.93	0.93	123.65	124.12	123.84	124.41	124.95	-3.35	-2.88	-3.16	-2.59	-2.05	130.80	129.54	129.80	130.44	129.19	3.80	2.54	2.80	3.44	2.19	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	30.95	67.32	30.04	26.48	63.48	-36.37	40.84	1.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.105	0.742497	0.360429	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.93	-26.18	0.00	0.00	
DFQPT0385891PQ	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:36:58	131.49	138.79	130.94	130.85	137.61	99.93	0.93	123.65	124.12	123.84	124.41	124.95	-3.35	-2.88	-3.16	-2.59	-2.05	130.80	129.54	129.80	130.44	129.19	3.80	2.54	2.80	3.44	2.19	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	30.95	67.32	30.04	26.48	63.48	-36.37	40.84	1.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.105	0.742497	0.360429	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.93	-26.18	0.00	0.00	
DFQPT0385891PR	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:38:01	135.55	141.90	133.80	137.33	141.97	100.00	0.94	124.70	123.45	122.99	126.43	125.13	-2.30	-3.55	-4.01	-0.57	-1.87	130.35	130.40	129.16	129.73	130.28	3.35	3.40	2.16	2.73	3.28	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	75.88	72.59	80.54	77.93	74.34	-4.66	7.95	3.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.055	0.690713	0.340158	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	230.384	211.072	221.606	663.063	0	--OO--	2	0	0	-25.98	-26.00	0.00	0.00	
DFQPT0385891PR	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:39:09	135.55	141.90	133.80	137.33	141.97	100.00	0.94	124.70	123.45	122.99	126.43	125.13	-2.30	-3.55	-4.01	-0.57	-1.87	130.35	130.40	129.16	129.73	130.28	3.35	3.40	2.16	2.73	3.28	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	30.42	64.80	32.29	27.42	62.30	-34.39	37.38	1.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.055	0.690713	0.340158	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.98	-26.00	0.00	0.00	
DFQPT0385891PR	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:39:38	135.55	141.90	133.80	137.33	141.97	100.00	0.94	124.70	123.45	122.99	126.43	125.13	-2.30	-3.55	-4.01	-0.57	-1.87	130.35	130.40	129.16	129.73	130.28	3.35	3.40	2.16	2.73	3.28	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	30.42	64.80	32.29	27.42	62.30	-34.39	37.38	1.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.055	0.690713	0.340158	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-25.98	-26.00	0.00	0.00	
DFQPT0385891PS	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:40:33	133.44	140.95	133.53	135.37	142.85	99.93	0.93	123.61	124.08	123.48	124.57	125.03	-3.39	-2.92	-3.52	-2.43	-1.97	129.84	129.62	129.38	130.10	129.38	2.84	2.62	2.38	3.10	2.38	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	77.34	74.82	80.60	76.93	71.35	-3.26	9.26	3.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.225	0.791076	0.385780	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	213.417	196.900	208.883	619.200	0	--OO--	2	0	0	-26.04	-26.27	0.00	0.00	
DFQPT0385891PS	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:41:41	133.44	140.95	133.53	135.37	142.85	99.93	0.93	123.61	124.08	123.48	124.57	125.03	-3.39	-2.92	-3.52	-2.43	-1.97	129.84	129.62	129.38	130.10	129.38	2.84	2.62	2.38	3.10	2.38	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	37.56	62.74	78.43	37.59	63.56	-40.87	40.85	2.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.225	0.791076	0.385780	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.04	-26.27	0.00	0.00	
DFQPT0385891PS	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:42:31	133.44	140.95	133.53	135.37	142.85	99.93	0.93	123.61	124.08	123.48	124.57	125.03	-3.39	-2.92	-3.52	-2.43	-1.97	129.84	129.62	129.38	130.10	129.38	2.84	2.62	2.38	3.10	2.38	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	37.56	62.74	78.43	37.59	63.56	-40.87	40.85	2.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.225	0.791076	0.385780	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.04	-26.27	0.00	0.00	
DFQPT0385891PT	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:43:30	132.78	141.39	132.43	131.88	140.50	99.58	0.92	124.53	124.13	123.44	124.52	124.57	-2.47	-2.87	-3.56	-2.48	-2.43	129.27	129.89	129.11	129.73	129.32	2.27	2.89	2.11	2.73	2.32	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	75.33	75.34	80.36	74.36	74.77	-5.03	6.00	3.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.045	0.678306	0.335683	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	210.306	189.642	199.292	599.241	0	--OO--	2	0	0	-26.08	-26.19	0.00	0.00	
DFQPT0385891PT	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:44:37	132.78	141.39	132.43	131.88	140.50	99.58	0.92	124.53	124.13	123.44	124.52	124.57	-2.47	-2.87	-3.56	-2.48	-2.43	129.27	129.89	129.11	129.73	129.32	2.27	2.89	2.11	2.73	2.32	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	26.97	65.58	30.71	26.13	69.72	-42.75	43.59	1.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.045	0.678306	0.335683	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.08	-26.19	0.00	0.00	
DFQPT0385891PT	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:44:58	132.78	141.39	132.43	131.88	140.50	99.58	0.92	124.53	124.13	123.44	124.52	124.57	-2.47	-2.87	-3.56	-2.48	-2.43	129.27	129.89	129.11	129.73	129.32	2.27	2.89	2.11	2.73	2.32	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	26.97	65.58	30.71	26.13	69.72	-42.75	43.59	1.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.045	0.678306	0.335683	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.08	-26.19	0.00	0.00	
DFQPT0385891PV	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:45:54	130.86	139.46	131.80	133.14	141.22	99.29	0.92	123.93	123.79	123.60	125.47	126.20	-3.07	-3.21	-3.40	-1.53	-0.80	129.48	129.20	129.04	129.01	129.32	2.48	2.20	2.04	2.01	2.32	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	78.62	73.45	80.94	75.66	71.84	-2.32	9.10	3.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.956	0.588041	0.283912	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	197.964	181.516	191.095	570.575	0	--OO--	2	0	0	-26.20	-26.54	0.00	0.00	
DFQPT0385891PV	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:47:03	130.86	139.46	131.80	133.14	141.22	99.29	0.92	123.93	123.79	123.60	125.47	126.20	-3.07	-3.21	-3.40	-1.53	-0.80	129.48	129.20	129.04	129.01	129.32	2.48	2.20	2.04	2.01	2.32	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	30.17	67.96	32.47	27.65	70.17	-40.00	42.52	1.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.956	0.588041	0.283912	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.20	-26.54	0.00	0.00	
DFQPT0385891PV	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:47:10	130.86	139.46	131.80	133.14	141.22	99.29	0.92	123.93	123.79	123.60	125.47	126.20	-3.07	-3.21	-3.40	-1.53	-0.80	129.48	129.20	129.04	129.01	129.32	2.48	2.20	2.04	2.01	2.32	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	30.17	67.96	32.47	27.65	70.17	-40.00	42.52	1.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.956	0.588041	0.283912	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.20	-26.54	0.00	0.00	
DFQPT0385891SW	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:48:35	133.59	139.70	133.63	135.69	141.65	99.97	0.93	123.91	122.42	123.79	125.16	123.04	-3.09	-4.58	-3.21	-1.84	-3.96	130.10	129.38	129.06	129.75	130.22	3.10	2.38	2.06	2.75	3.22	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	75.07	70.65	79.61	72.33	73.56	-4.54	8.96	3.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.969	0.639528	0.313343	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	213.753	196.980	205.980	616.712	0	--OO--	2	0	0	-26.81	-26.03	0.00	0.00	
DFQPT0385891SW	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:49:44	133.59	139.70	133.63	135.69	141.65	99.97	0.93	123.91	122.42	123.79	125.16	123.04	-3.09	-4.58	-3.21	-1.84	-3.96	130.10	129.38	129.06	129.75	130.22	3.10	2.38	2.06	2.75	3.22	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	27.18	65.21	31.06	27.40	60.63	-38.03	37.81	1.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.969	0.639528	0.313343	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.81	-26.03	0.00	0.00	
DFQPT0385891SW	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:50:13	133.59	139.70	133.63	135.69	141.65	99.97	0.93	123.91	122.42	123.79	125.16	123.04	-3.09	-4.58	-3.21	-1.84	-3.96	130.10	129.38	129.06	129.75	130.22	3.10	2.38	2.06	2.75	3.22	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	27.18	65.21	31.06	27.40	60.63	-38.03	37.81	1.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.969	0.639528	0.313343	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.81	-26.03	0.00	0.00	
DFQPT0385891SX	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:51:09	134.90	139.43	133.41	133.93	138.73	100.00	0.94	124.72	122.96	123.99	125.55	123.75	-2.28	-4.04	-3.01	-1.45	-3.25	130.00	129.57	129.03	129.50	129.85	3.00	2.57	2.03	2.50	2.85	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.81	73.20	78.81	71.99	65.62	-6.01	13.19	3.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.045	0.678327	0.341095	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	214.869	196.080	205.231	616.180	0	--OO--	2	0	0	-26.61	-26.69	0.00	0.00	
DFQPT0385891SX	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:52:17	134.90	139.43	133.41	133.93	138.73	100.00	0.94	124.72	122.96	123.99	125.55	123.75	-2.28	-4.04	-3.01	-1.45	-3.25	130.00	129.57	129.03	129.50	129.85	3.00	2.57	2.03	2.50	2.85	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	25.95	58.94	27.51	23.78	68.47	-42.52	44.69	1.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.045	0.678327	0.341095	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.61	-26.69	0.00	0.00	
DFQPT0385891SX	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:52:27	134.90	139.43	133.41	133.93	138.73	100.00	0.94	124.72	122.96	123.99	125.55	123.75	-2.28	-4.04	-3.01	-1.45	-3.25	130.00	129.57	129.03	129.50	129.85	3.00	2.57	2.03	2.50	2.85	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	25.95	58.94	27.51	23.78	68.47	-42.52	44.69	1.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.045	0.678327	0.341095	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	--OO--	2	0	0	-26.61	-26.69	0.00	0.00	
DFQPT0385891SY	OOOOO-OOOOOO----	FS13FF-530H_AIO_RGB_2017061201	0101.0	Focus	000	000	000	2017_08_12	00:53:21	131.51	138.21	131.91	134.18	140.47	99.69	0.93	123.87	123.60	123.70	125.01	125.01	-3.13	-3.40	-3.30	-1.99	-1.99	129.81	129.42	129.08	129.69	129.66	2.81	2.42	2.08	2.69	2.66	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	77.01	72.79	80.41	76.44	74.06	-3.40	7.62	3.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	1.054	0.703365	0.355680	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	196.770	181.180	190.375	568.325	0	--OO--	2	0	0	-26.12	-26.13	0.00	0.00	
