S/No	SWCRDBFMN	Project	Version	Station	LightBox	Fixture	LightPanel	Date	Time	S_BL	S_BR	S_CT	S_TL	S_TR	Shd	DKC	Wa_BL	Wa_BR	Wa_CT	Wa_TL	Wa_TR	Dfa_BL	Dfa_BR	Dfa_CT	Dfa_TL	Dfa_TR	Wb_BL	Wb_BR	Wb_CT	Wb_TL	Wb_TR	Dfb_BL	Dfb_BR	Dfb_CT	Dfb_TL	Dfb_TR	CR_H	CR_S	CR_L	CG_H	CG_S	CG_L	CB_H	CB_S	CB_L	R_TL	R_TR	R_CT	R_BL	R_BR	De1	De2	R_CTST	F_R_TL	F_R_TR	F_R_CT	F_R_BL	F_R_BR	F_De1	F_De2	DZ1	DZ2	WZ1	WZ2	WZ1S	WZ2S	DC	WL	DV	BZ1	BZ2	WZ1	WZ2	WZ1S	WZ2S	BC	WL	BV	NO_MEANS	NO_STANDARD	BLEM	X_val	Y_val	dpc_stdev	dpc_max	dpc_min	nFit	peak	ripple	sigma	mean	amp	StdDevRed	StdDevGreen	StdDevBlue	StdDevRGB	DOVDD_WK	AVDD_WK	DVDD_WK	DOVDD_STB	AVDD_STB	DVDD_STB	CycleTime_S	FFDD	MIC	L_FREQ	R_FREQ	L_dB	R_dB	L_Noise	R_Noise	OA_X	OA_Y	Shift_X	Shift_Y	Delta	Min_X	Min_Y	Max_X	Max_Y	Max	Threahold	
DFQPT0385891HS	OOOOO-OOOOOO----	FS13FF-530HAIO_IR_2017061201	0104.0	Focus	000	000	000	2017_08_12	03:46:40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.13	75.67	77.31	74.88	73.60	-3.18	3.71	1.66	75.01	71.47	76.15	75.40	73.33	-1.14	4.67	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	118.847	0.000000	0.000000	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.000	0.000	0.000	0	--OO--	2	0	0	-26.06	-26.00	0.00	0.00	0	0	0.00	0.00	0.00	0	0	0	0	0	0.00	
DFQPT0385891HR	OOOOO-OOOOOO----	FS13FF-530HAIO_IR_2017061201	0104.0	Focus	000	000	000	2017_08_12	03:48:19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.36	76.34	76.41	74.67	73.08	-2.04	3.32	1.73	75.01	71.47	76.15	75.40	73.33	-1.14	4.67	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	119.931	0.000000	0.000000	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.000	0.000	0.000	0	--OO--	2	0	0	-26.12	-26.28	0.00	0.00	0	0	0.00	0.00	0.00	0	0	0	0	0	0.00	
DFQPT0385891HR	OOOOO-OOOOOO----	FS13FF-530HAIO_IR_2017061201	0104.0	Focus	000	000	000	2017_08_12	03:48:54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.36	76.34	76.41	74.67	73.08	-2.04	3.32	1.64	75.87	74.29	76.75	74.57	73.55	-0.88	3.20	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	119.931	0.000000	0.000000	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.000	0.000	0.000	0	--OO--	2	0	0	-26.12	-26.28	0.00	0.00	0	0	0.00	0.00	0.00	0	0	0	0	0	0.00	
DFQPT0385891HT	OOOOO-OOOOOO----	FS13FF-530HAIO_IR_2017061201	0104.0	Focus	000	000	000	2017_08_12	03:50:24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.64	79.85	77.84	76.06	74.15	-7.21	5.71	1.86	75.87	74.29	76.75	74.57	73.55	-0.88	3.20	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	119.162	0.000000	0.000000	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.000	0.000	0.000	0	--OO--	2	0	0	-25.89	-26.26	0.00	0.00	0	0	0.00	0.00	0.00	0	0	0	0	0	0.00	
DFQPT0385891HT	OOOOO-OOOOOO----	FS13FF-530HAIO_IR_2017061201	0104.0	Focus	000	000	000	2017_08_12	03:50:59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.64	79.85	77.84	76.06	74.15	-7.21	5.71	1.79	76.77	76.37	77.35	75.44	74.60	-0.58	2.75	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	119.162	0.000000	0.000000	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.000	0.000	0.000	0	--OO--	2	0	0	-25.89	-26.26	0.00	0.00	0	0	0.00	0.00	0.00	0	0	0	0	0	0.00	
DFQPT0385891HV	OOOOO-OOOOOO----	FS13FF-530HAIO_IR_2017061201	0104.0	Focus	000	000	000	2017_08_12	03:52:33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	70.21	81.77	77.77	76.09	75.01	-11.57	6.76	1.82	76.77	76.37	77.35	75.44	74.60	-0.58	2.75	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	118.341	0.000000	0.000000	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.000	0.000	0.000	0	--OO--	2	0	0	-26.25	-26.28	0.00	0.00	0	0	0.00	0.00	0.00	0	0	0	0	0	0.00	
DFQPT0385891HV	OOOOO-OOOOOO----	FS13FF-530HAIO_IR_2017061201	0104.0	Focus	000	000	000	2017_08_12	03:53:07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	70.21	81.77	77.77	76.09	75.01	-11.57	6.76	1.75	73.17	79.99	75.79	74.64	74.46	-6.82	5.53	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	118.341	0.000000	0.000000	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.000	0.000	0.000	0	--OO--	2	0	0	-26.25	-26.28	0.00	0.00	0	0	0.00	0.00	0.00	0	0	0	0	0	0.00	
DFQPT0385891L4	OOOOO-OOOOOO----	FS13FF-530HAIO_IR_2017061201	0104.0	Focus	000	000	000	2017_08_12	03:54:51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.18	79.22	76.29	75.40	74.47	-8.04	4.74	1.77	73.17	79.99	75.79	74.64	74.46	-6.82	5.53	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	116.923	0.000000	0.000000	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.000	0.000	0.000	0	--OO--	2	0	0	-25.74	-26.36	0.00	0.00	0	0	0.00	0.00	0.00	0	0	0	0	0	0.00	
DFQPT0385891L4	OOOOO-OOOOOO----	FS13FF-530HAIO_IR_2017061201	0104.0	Focus	000	000	000	2017_08_12	03:55:26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.18	79.22	76.29	75.40	74.47	-8.04	4.74	1.71	71.08	76.73	76.09	75.31	74.10	-5.65	2.63	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	116.923	0.000000	0.000000	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.000	0.000	0.000	0	--OO--	2	0	0	-25.74	-26.36	0.00	0.00	0	0	0.00	0.00	0.00	0	0	0	0	0	0.00	
DFQPT0385891L3	OOOOO-OOOOOO----	FS13FF-530HAIO_IR_2017061201	0104.0	Focus	000	000	000	2017_08_12	03:57:00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.40	78.45	77.40	75.93	75.00	-5.05	3.45	1.84	71.08	76.73	76.09	75.31	74.10	-5.65	2.63	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	118.572	0.000000	0.000000	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.000	0.000	0.000	0	--OO--	2	0	0	-26.22	-26.25	0.00	0.00	0	0	0.00	0.00	0.00	0	0	0	0	0	0.00	
DFQPT0385891L3	OOOOO-OOOOOO----	FS13FF-530HAIO_IR_2017061201	0104.0	Focus	000	000	000	2017_08_12	03:57:35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.40	78.45	77.40	75.93	75.00	-5.05	3.45	1.78	77.33	72.05	77.41	74.46	74.77	-0.09	5.36	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	118.572	0.000000	0.000000	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.000	0.000	0.000	0	--OO--	2	0	0	-26.22	-26.25	0.00	0.00	0	0	0.00	0.00	0.00	0	0	0	0	0	0.00	
DFQPT0385891HW	OOOOO-OOOOOO----	FS13FF-530HAIO_IR_2017061201	0104.0	Focus	000	000	000	2017_08_12	03:59:45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.56	71.28	78.73	75.71	75.60	-4.18	7.46	1.87	77.33	72.05	77.41	74.46	74.77	-0.09	5.36	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	120.308	0.000000	0.000000	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.000	0.000	0.000	0	--OO--	2	0	0	-26.16	-26.29	0.00	0.00	0	0	0.00	0.00	0.00	0	0	0	0	0	0.00	
DFQPT0385891HW	OOOOO-OOOOOO----	FS13FF-530HAIO_IR_2017061201	0104.0	Focus	000	000	000	2017_08_12	04:00:20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.56	71.28	78.73	75.71	75.60	-4.18	7.46	1.79	75.00	73.15	77.41	75.96	75.79	-2.40	4.26	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	120.308	0.000000	0.000000	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.000	0.000	0.000	0	--OO--	2	0	0	-26.16	-26.29	0.00	0.00	0	0	0.00	0.00	0.00	0	0	0	0	0	0.00	
DFQPT0385891HX	OOOOO-OOOOOO----	FS13FF-530HAIO_IR_2017061201	0104.0	Focus	000	000	000	2017_08_12	04:01:53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.84	83.34	78.48	75.39	74.71	-8.50	8.63	1.98	75.00	73.15	77.41	75.96	75.79	-2.40	4.26	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	120.132	0.000000	0.000000	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.000	0.000	0.000	0	--OO--	2	0	0	-25.84	-26.02	0.00	0.00	0	0	0.00	0.00	0.00	0	0	0	0	0	0.00	
DFQPT0385891HX	OOOOO-OOOOOO----	FS13FF-530HAIO_IR_2017061201	0104.0	Focus	000	000	000	2017_08_12	04:02:28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.84	83.34	78.48	75.39	74.71	-8.50	8.63	1.92	70.41	79.46	77.85	75.46	75.85	-9.04	4.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	120.132	0.000000	0.000000	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.000	0.000	0.000	0	--OO--	2	0	0	-25.84	-26.02	0.00	0.00	0	0	0.00	0.00	0.00	0	0	0	0	0	0.00	
DFQPT0385891J0	OOOOO-OOOOOO----	FS13FF-530HAIO_IR_2017061201	0104.0	Focus	000	000	000	2017_08_12	04:03:16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.84	83.34	78.48	75.39	74.71	-8.50	8.63	1.92	70.41	79.46	77.85	75.46	75.85	-9.04	4.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	120.132	0.000000	0.000000	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.000	0.000	0.000	0	XXOO	1	1	1	-26.0	-26.0	10	10	0	0	0.00	0.00	0.00	0	0	0	0	0	0.00	
DFQPT0385891HY	OOX-------O-----	FS13FF-530HAIO_IR_2017061201	0104.0	Focus	000	000	000	2017_08_12	04:05:39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	69.90	77.03	77.46	75.89	74.44	-7.56	3.02	1.92	70.41	79.46	77.85	75.46	75.85	-9.04	4.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	123.967	0.000000	0.000000	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.000	0.000	0.000	0	--OO--	2	0	0	-26.01	-26.24	0.00	0.00	0	0	0.00	0.00	0.00	0	0	0	0	0	0.00	
DFQPT0385891HY	OOX-------O-----	FS13FF-530HAIO_IR_2017061201	0104.0	Focus	000	000	000	2017_08_12	04:06:14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	69.90	77.03	77.46	75.89	74.44	-7.56	3.02	1.86	75.56	74.41	77.04	75.71	75.35	-1.48	2.63	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	123.967	0.000000	0.000000	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.000	0.000	0.000	0	--OO--	2	0	0	-26.01	-26.24	0.00	0.00	0	0	0.00	0.00	0.00	0	0	0	0	0	0.00	
DFQPT0385891J2	OOOOO-OOOOOO----	FS13FF-530HAIO_IR_2017061201	0104.0	Focus	000	000	000	2017_08_12	04:08:49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.15	82.89	77.86	75.61	74.54	-8.74	8.34	1.87	75.56	74.41	77.04	75.71	75.35	-1.48	2.63	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	124.945	0.000000	0.000000	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.000	0.000	0.000	0	--OO--	2	0	0	-25.76	-26.25	0.00	0.00	0	0	0.00	0.00	0.00	0	0	0	0	0	0.00	
DFQPT0385891J2	OOOOO-OOOOOO----	FS13FF-530HAIO_IR_2017061201	0104.0	Focus	000	000	000	2017_08_12	04:09:24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.15	82.89	77.86	75.61	74.54	-8.74	8.34	1.80	71.67	79.78	77.18	75.75	74.53	-8.12	5.25	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	124.945	0.000000	0.000000	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.000	0.000	0.000	0	--OO--	2	0	0	-25.76	-26.25	0.00	0.00	0	0	0.00	0.00	0.00	0	0	0	0	0	0.00	
DFQPT0385891J1	OOOOO-OOOOOO----	FS13FF-530HAIO_IR_2017061201	0104.0	Focus	000	000	000	2017_08_12	04:10:58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.79	73.46	77.45	75.13	74.31	-2.66	3.99	1.83	71.67	79.78	77.18	75.75	74.53	-8.12	5.25	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	117.824	0.000000	0.000000	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.000	0.000	0.000	0	--OO--	2	0	0	-25.94	-26.59	0.00	0.00	0	0	0.00	0.00	0.00	0	0	0	0	0	0.00	
DFQPT0385891J1	OOOOO-OOOOOO----	FS13FF-530HAIO_IR_2017061201	0104.0	Focus	000	000	000	2017_08_12	04:11:33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.79	73.46	77.45	75.13	74.31	-2.66	3.99	1.77	76.83	70.42	77.16	75.00	75.66	-0.32	6.74	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	117.824	0.000000	0.000000	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.000	0.000	0.000	0	--OO--	2	0	0	-25.94	-26.59	0.00	0.00	0	0	0.00	0.00	0.00	0	0	0	0	0	0.00	
DFQPT03858927C	OOOOO-OOOOOO----	FS13FF-530HAIO_IR_2017061201	0104.0	Focus	000	000	000	2017_08_12	04:13:16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.70	72.81	77.40	75.65	74.23	-3.70	4.60	1.77	76.83	70.42	77.16	75.00	75.66	-0.32	6.74	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	119.661	0.000000	0.000000	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.000	0.000	0.000	0	--OO--	2	0	0	-26.27	-26.16	0.00	0.00	0	0	0.00	0.00	0.00	0	0	0	0	0	0.00	
DFQPT03858927C	OOOOO-OOOOOO----	FS13FF-530HAIO_IR_2017061201	0104.0	Focus	000	000	000	2017_08_12	04:13:51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.70	72.81	77.40	75.65	74.23	-3.70	4.60	1.69	74.25	72.86	76.12	76.01	75.70	-1.88	3.26	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	119.661	0.000000	0.000000	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.000	0.000	0.000	0	--OO--	2	0	0	-26.27	-26.16	0.00	0.00	0	0	0.00	0.00	0.00	0	0	0	0	0	0.00	
DFQPT03858927D	OOOOO-OOOOOO----	FS13FF-530HAIO_IR_2017061201	0104.0	Focus	000	000	000	2017_08_12	04:15:43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.91	73.71	76.99	74.24	74.44	-3.08	3.28	1.74	74.25	72.86	76.12	76.01	75.70	-1.88	3.26	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	120.285	0.000000	0.000000	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.000	0.000	0.000	0	--OO--	2	0	0	-26.35	-26.74	0.00	0.00	0	0	0.00	0.00	0.00	0	0	0	0	0	0.00	
DFQPT03858927D	OOOOO-OOOOOO----	FS13FF-530HAIO_IR_2017061201	0104.0	Focus	000	000	000	2017_08_12	04:16:18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.91	73.71	76.99	74.24	74.44	-3.08	3.28	1.66	72.83	74.63	75.95	74.63	75.84	-3.12	1.32	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	120.285	0.000000	0.000000	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.000	0.000	0.000	0	--OO--	2	0	0	-26.35	-26.74	0.00	0.00	0	0	0.00	0.00	0.00	0	0	0	0	0	0.00	
DFQPT03858927E	OOOOO-OOOOOO----	FS13FF-530HAIO_IR_2017061201	0104.0	Focus	000	000	000	2017_08_12	04:18:02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.14	72.86	77.37	75.05	74.42	-3.23	4.51	1.85	72.83	74.63	75.95	74.63	75.84	-3.12	1.32	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	121.903	0.000000	0.000000	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.000	0.000	0.000	0	--OO--	2	0	0	-26.02	-26.34	0.00	0.00	0	0	0.00	0.00	0.00	0	0	0	0	0	0.00	
DFQPT03858927E	OOOOO-OOOOOO----	FS13FF-530HAIO_IR_2017061201	0104.0	Focus	000	000	000	2017_08_12	04:18:37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.14	72.86	77.37	75.05	74.42	-3.23	4.51	1.79	74.24	73.64	77.73	76.38	74.96	-3.48	4.08	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	121.903	0.000000	0.000000	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.00	0.00	0.00	0.000	0.000	0.000	0	--OO--	2	0	0	-26.02	-26.34	0.00	0.00	0	0	0.00	0.00	0.00	0	0	0	0	0	0.00	
