S/No	SWCRDBFMN	Project	Version	Station	LightBox	Fixture	LightPanel	Date	Time	S_BL	S_BR	S_CT	S_TL	S_TR	Shd	DKC	Wa_BL	Wa_BR	Wa_CT	Wa_TL	Wa_TR	Dfa_BL	Dfa_BR	Dfa_CT	Dfa_TL	Dfa_TR	Wb_BL	Wb_BR	Wb_CT	Wb_TL	Wb_TR	Dfb_BL	Dfb_BR	Dfb_CT	Dfb_TL	Dfb_TR	CR_H	CR_S	CR_L	CG_H	CG_S	CG_L	CB_H	CB_S	CB_L	R_TL	R_TR	R_CT	R_BL	R_BR	De1	De2	R_CTST	DZ1	DZ2	WZ1	WZ2	WZ1S	WZ2S	DC	WL	DV	BZ1	BZ2	WZ1	WZ2	WZ1S	WZ2S	BC	WL	BV	NO_MEANS	NO_STANDARD	BLEM	X_val	Y_val	dpc_stdev	dpc_max	dpc_min	nFit	peak	ripple	sigma	mean	amp	StdDevRed	StdDevGreen	StdDevBlue	StdDevRGB	CycleTime_S	
DCVPC01CL5T2TD	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:41:01	182.23	155.16	192.36	179.33	157.51	80.66	0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.97	68.90	74.48	72.88	70.36	0.51	5.07	2.62	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	152.444010	0.000000	0	1280	1024	26.956	222	96	27	214	0.530	7.676	204.245	5114.400	412.320	319.422	506.214	1237.956	8	
DCVPC01CL5T2T7	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:41:17	173.44	178.18	195.82	167.20	171.96	85.38	0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.20	71.83	73.42	70.83	71.59	1.21	1.38	2.48	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	176.294271	0.000000	0	1280	1024	24.732	222	98	35	205	0.569	10.103	198.357	5510.761	401.898	307.053	486.323	1195.275	8	
DCVPC01CL5T2T2	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:41:34	178.73	161.85	193.28	176.89	163.92	83.74	0.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.66	70.33	75.22	71.83	70.42	2.56	2.33	2.50	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	156.575521	0.000000	0	1280	1024	25.325	221	99	26	214	0.635	7.826	203.865	5018.326	396.737	305.573	483.603	1185.914	8	
DCVPC01CL5T2QL	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:41:50	151.35	162.61	186.74	167.64	181.60	81.05	0.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	69.95	71.84	74.63	71.08	71.55	2.78	1.89	2.66	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	162.682292	0.000000	0	1280	1024	23.089	218	104	39	180	0.202	24.879	178.874	4858.367	540.631	420.100	665.591	1626.322	7	
DCVPC01CL5T2RI	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:42:05	157.36	173.96	191.48	170.50	191.64	82.18	0.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.40	71.89	73.56	73.75	71.60	-0.19	2.15	2.54	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	171.791667	0.000000	0	1280	1024	23.708	218	104	39	176	0.145	21.331	181.105	4976.964	387.159	295.780	489.525	1172.464	8	
DCVPC01CL5T2RD	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:42:22	157.14	171.26	194.10	172.86	193.35	80.96	0.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.23	73.41	72.82	73.87	72.30	-1.04	1.57	2.54	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	167.151042	0.000000	0	1280	1024	24.895	222	101	39	176	0.128	23.003	181.660	4676.195	404.903	315.578	487.962	1208.444	9	
DCVPC01CL5T2R7	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:42:40	167.38	156.76	193.18	182.28	173.63	81.15	0.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.93	73.38	74.95	73.72	72.44	0.01	2.49	2.50	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	155.122396	0.000000	0	1280	1024	24.275	219	97	33	205	0.601	10.066	197.360	5114.919	400.344	306.336	489.884	1196.564	10	
DCVPC01CL5T2R2	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:42:57	174.16	152.71	198.71	190.96	172.96	76.85	0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.44	72.77	75.98	73.31	71.11	1.54	3.33	2.56	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	154.867188	0.000000	0	1280	1024	25.932	225	94	39	176	0.161	24.854	180.214	4334.407	422.566	326.341	515.725	1264.631	9	
DCVPC01CL5T2QG	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:43:22	158.94	161.74	189.49	165.42	168.55	83.87	0.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.49	70.81	73.89	73.36	72.13	0.53	2.55	2.51	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	161.976563	0.000000	0	1280	1024	24.070	221	97	39	179	0.147	26.072	181.227	4619.649	562.330	434.019	684.927	1681.275	9	
DCVPC01CL5T2TI	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:43:43	157.51	177.35	189.95	159.23	174.39	82.92	0.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.31	73.21	74.46	72.58	73.84	0.62	1.53	2.59	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	177.958333	0.000000	0	1280	1024	25.632	223	99	39	179	0.096	26.931	186.606	4569.895	412.467	320.119	492.052	1224.637	12	
DCVPC01CL5T2QB	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:47:35	157.34	166.20	192.64	163.98	181.32	81.67	0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.20	73.00	74.88	73.93	73.03	0.68	1.20	2.61	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	164.561198	0.000000	0	1280	1024	25.280	223	103	39	180	0.177	24.095	180.058	4518.757	392.394	303.683	485.611	1181.688	321	
DCVPC01CL5T2YP	X--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	06:04:42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.53	69.83	75.76	74.89	71.64	0.87	5.06	2.72	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	0.000000	0.000000	0	1280	1024	0.000	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2090002720	
DCVPC01CL5T5AE	X--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	08:07:28	158.69	143.91	192.11	175.96	165.19	74.91	0.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	75.33	71.74	75.76	73.23	70.99	0.42	4.35	2.48	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	137.565104	0.000000	1	1280	1024	26.710	230	99	29	220	0.708	7.077	211.934	5877.140	445.608	343.442	542.887	1331.937	15	
DCVPC01CL5T5AE	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	08:07:49	164.92	150.42	197.08	182.43	171.37	76.32	0.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.29	71.54	76.69	73.72	68.00	2.97	5.72	2.61	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	147.515625	0.000000	0	1280	1024	26.958	224	99	39	182	0.138	25.004	182.155	4179.796	451.481	346.292	535.792	1333.566	7	
DCVPC01CL5T4EC	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	08:08:04	151.03	156.18	183.22	165.99	172.07	82.43	0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	69.14	69.04	72.60	72.27	70.04	0.33	3.23	2.41	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	151.345052	0.000000	0	1280	1024	23.250	222	109	29	212	0.598	8.914	203.306	5296.595	452.336	342.797	550.619	1345.752	7	
DCVPC01CL5T4EH	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	08:08:19	146.48	154.49	185.62	161.30	174.24	78.92	0.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.04	74.20	75.28	68.09	73.27	1.08	6.10	2.52	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	146.544271	0.000000	0	1280	1024	25.483	216	100	39	177	0.153	26.368	179.240	4469.719	449.905	347.819	558.727	1356.450	8	
DCVPC01CL5T4EN	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	08:08:36	151.12	163.19	182.10	158.68	173.41	82.99	0.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	75.18	73.24	75.62	71.34	71.10	0.44	4.08	2.48	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	158.113281	0.000000	0	1280	1024	23.322	218	105	39	180	0.182	26.578	179.081	4781.701	422.020	336.327	551.156	1309.503	8	
DCVPC01CL5T4F1	X--X-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	08:08:51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	62.70	68.77	67.36	61.42	41.37	-1.41	27.40	2.17	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	0.000000	0.000000	0	1280	1024	23.322	218	105	39	180	0.182	26.578	179.081	4781.701	422.020	336.327	551.156	1309.503	8	
DCVPC01CL5T4E1	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	08:09:13	146.75	158.31	182.48	155.55	170.22	80.42	0.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.90	72.25	73.62	71.20	70.37	1.37	1.88	2.42	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	150.213542	0.000000	0	1280	1024	25.100	222	107	39	177	0.167	25.024	181.150	4423.193	451.948	347.892	522.447	1322.287	9	
DCVPC01CL5T4DV	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	08:09:29	162.87	166.99	188.69	172.67	179.57	86.32	0.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	69.31	71.20	72.62	69.05	69.10	1.43	2.15	2.42	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	163.602865	0.000000	0	1280	1024	22.189	216	110	39	182	0.189	23.133	181.115	4963.345	419.313	318.125	526.778	1264.216	6	
DCVPC01CL5T4DX	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	08:09:42	156.61	154.60	176.90	158.80	158.83	87.40	0.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.53	73.04	75.83	71.37	70.42	2.79	2.63	2.61	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	148.651042	0.000000	0	1280	1024	22.384	219	105	25	212	0.677	6.542	201.445	6089.631	417.044	333.077	550.508	1300.628	9	
DCVPC01CL5T4F9	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	08:09:58	156.14	164.03	184.23	162.95	173.58	84.75	0.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.13	69.95	74.10	72.78	72.58	1.32	2.84	2.52	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	158.757813	0.000000	0	1280	1024	22.352	217	105	39	177	0.173	25.496	181.517	5001.556	410.575	327.977	534.788	1273.339	6	
DCVPC01CL5T4F3	X--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	08:10:12	158.56	154.05	178.03	160.97	158.44	86.53	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.36	69.33	74.84	72.08	68.92	2.48	3.44	2.62	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	147.226563	0.000000	1	1280	1024	22.428	216	102	39	177	0.171	24.054	180.809	5013.802	419.794	328.173	545.034	1293.002	16	
DCVPC01CL5T4F3	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	08:10:51	173.78	169.60	194.26	176.38	174.24	87.30	0.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.38	69.74	74.83	73.79	73.03	1.04	4.05	2.65	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	165.542969	0.000000	0	1280	1024	22.751	219	102	25	212	0.661	7.071	201.429	5651.198	406.842	299.408	496.112	1202.362	8	
DCVPC01CL5T4E7	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	08:11:06	153.41	159.42	179.56	158.04	165.09	85.43	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.09	69.79	75.19	73.02	69.83	1.10	4.30	2.61	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	153.166667	0.000000	0	1280	1024	23.058	220	105	28	212	0.709	7.517	202.918	5838.551	414.105	317.350	518.214	1249.669	8	
DCVPC01CL5T4EY	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	08:11:26	170.76	172.13	194.40	174.75	176.91	87.84	0.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	75.08	67.66	75.21	73.45	67.66	0.13	7.42	2.65	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	167.790365	0.000000	0	1280	1024	23.076	217	103	24	212	0.537	8.247	201.241	5084.801	414.642	309.119	494.628	1218.389	14	
DCVPC01CL5T4E2	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	08:11:58	159.12	164.98	183.30	160.50	168.29	86.81	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.15	71.33	75.04	74.38	72.85	0.66	3.05	2.57	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	162.829427	0.000000	0	1280	1024	23.198	218	104	39	180	0.161	25.357	181.774	4817.661	400.280	309.539	502.047	1211.866	9	
DCVPC01CL5T4ES	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	08:12:14	152.40	164.40	183.99	156.36	168.39	82.83	0.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.53	71.15	76.21	74.68	74.04	1.53	3.54	2.72	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	160.746094	0.000000	0	1280	1024	24.514	222	102	28	212	0.578	8.639	202.569	5102.990	411.930	331.133	531.714	1274.777	8	
DCVPC01CL5T4E6	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	08:12:29	164.40	171.92	194.55	169.63	179.97	84.50	0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.33	72.76	72.67	72.48	73.35	-0.68	0.87	2.31	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	167.381510	0.000000	0	1280	1024	23.890	223	107	39	181	0.157	22.603	182.679	4680.756	400.127	303.045	490.006	1193.178	8	
DCVPC01CL5T4DQ	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	08:12:45	159.11	162.19	186.72	162.07	165.99	85.21	0.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.09	72.81	76.26	73.03	73.08	3.17	0.28	2.76	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	157.585938	0.000000	0	1280	1024	24.481	222	93	39	182	0.186	20.988	182.142	4671.635	417.519	324.803	516.167	1258.489	14	
DCVPC01CL5T4F4	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	08:13:05	154.05	170.23	183.84	163.65	181.80	83.80	0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.28	71.81	73.48	75.06	71.55	-1.58	3.51	2.42	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	171.505208	0.000000	0	1280	1024	22.516	216	104	39	179	0.155	23.190	181.315	5135.271	403.873	307.423	497.514	1208.811	11	
DCVPC01CL5T4FA	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	08:13:24	161.19	166.95	187.51	170.24	179.06	85.96	0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.64	73.86	78.03	71.02	73.60	4.17	2.83	2.67	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	163.915365	0.000000	0	1280	1024	22.126	218	104	39	180	0.195	25.762	181.094	4971.503	408.684	307.992	481.805	1198.481	7	
DCVPC01CL5T303	X--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	08:13:40	155.60	161.02	184.14	167.38	174.74	84.50	0.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	75.01	73.53	76.81	73.03	70.81	1.80	4.20	2.76	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	163.950521	0.000000	1	1280	1024	21.580	217	110	39	176	0.170	22.643	180.084	5138.046	569.244	433.931	678.409	1681.584	19	
DCVPC01CL5T2ZQ	X--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	08:14:22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.72	70.65	74.78	72.00	71.39	2.78	1.35	2.61	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	0.000000	0.000000	1	1280	1024	21.580	217	110	39	176	0.170	22.643	180.084	5138.046	569.244	433.931	678.409	1681.584	19	
DCVPC01CL5T4EI	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	08:14:51	164.80	174.65	191.15	168.58	178.19	86.21	0.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.27	70.33	75.16	71.83	70.16	2.90	2.10	2.68	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	172.412760	0.000000	0	1280	1024	22.811	221	109	27	212	0.522	9.424	202.476	5180.905	419.697	309.239	500.395	1229.331	12	
DCVPC01CL5T4DK	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	08:15:13	157.88	171.67	193.04	166.59	182.62	81.78	0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.66	74.12	75.90	73.16	73.71	1.78	2.46	2.73	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	167.746094	0.000000	0	1280	1024	24.071	223	109	39	181	0.126	20.720	182.552	4867.683	400.744	307.497	506.692	1214.933	10	
DCVPC01CL5T5AJ	X--X-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	08:15:32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.#J	-1.#J	-1.#J	-1.#J	-1.#J	-1.#J	-100.00	1.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	0.000000	0.000000	0	1280	1024	24.071	223	109	39	181	0.126	20.720	182.552	4867.683	400.744	307.497	506.692	1214.933	10	
DCVPC01CL5T5AJ	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	08:15:44	172.20	163.63	203.63	186.10	177.55	80.35	0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.81	72.59	76.42	73.49	69.03	2.61	4.78	2.62	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	160.610677	0.000000	0	1280	1024	25.894	225	96	39	182	0.149	21.975	182.345	4393.428	439.178	335.403	519.212	1293.794	14	
DCVPC01CL5T4ED	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	08:16:12	170.64	173.28	192.27	172.22	176.89	88.75	0.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.17	72.47	76.15	73.10	71.83	1.99	2.34	2.75	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	173.930990	0.000000	0	1280	1024	22.003	217	101	39	182	0.195	21.434	180.962	5124.810	410.322	299.952	487.989	1198.262	16	
