S/No	SWCRDBFMN	Project	Version	Station	LightBox	Fixture	LightPanel	Date	Time	S_BL	S_BR	S_CT	S_TL	S_TR	Shd	DKC	Wa_BL	Wa_BR	Wa_CT	Wa_TL	Wa_TR	Dfa_BL	Dfa_BR	Dfa_CT	Dfa_TL	Dfa_TR	Wb_BL	Wb_BR	Wb_CT	Wb_TL	Wb_TR	Dfb_BL	Dfb_BR	Dfb_CT	Dfb_TL	Dfb_TR	CR_H	CR_S	CR_L	CG_H	CG_S	CG_L	CB_H	CB_S	CB_L	R_TL	R_TR	R_CT	R_BL	R_BR	De1	De2	R_CTST	DZ1	DZ2	WZ1	WZ2	WZ1S	WZ2S	DC	WL	DV	BZ1	BZ2	WZ1	WZ2	WZ1S	WZ2S	BC	WL	BV	NO_MEANS	NO_STANDARD	BLEM	X_val	Y_val	dpc_stdev	dpc_max	dpc_min	nFit	peak	ripple	sigma	mean	amp	StdDevRed	StdDevGreen	StdDevBlue	StdDevRGB	CycleTime_S	
DCVPC01CL5T2SH	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:28:24	174.21	168.13	200.46	190.13	187.20	83.87	0.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.86	74.56	75.45	71.39	73.58	0.90	3.16	2.71	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	165.160156	0.000000	0	1280	1024	22.021	216	108	39	180	0.186	23.815	178.680	4993.689	400.981	302.764	487.855	1191.600	9	
DCVPC01CL5T2SN	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:28:40	156.34	159.36	180.24	160.70	165.55	86.74	0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.26	70.98	75.43	74.39	72.48	1.04	3.41	2.61	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	157.393229	0.000000	0	1280	1024	21.632	217	110	39	179	0.157	24.714	181.244	5062.301	554.677	432.519	692.450	1679.645	11	
DCVPC01CL5T2SS	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:28:59	166.34	157.40	186.22	174.18	169.65	84.53	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	70.48	72.82	74.97	71.49	73.38	1.59	2.90	2.58	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	157.704427	0.000000	0	1280	1024	22.011	218	106	39	177	0.163	24.865	181.200	4997.709	383.389	302.002	512.248	1197.639	9	
DCVPC01CL5T2SY	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:29:17	158.33	164.71	187.18	172.49	185.81	84.59	0.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	69.63	73.65	74.43	71.16	74.98	-0.55	5.35	2.59	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	164.915365	0.000000	0	1280	1024	21.875	222	116	29	212	0.717	7.770	203.045	6064.181	395.775	306.225	510.923	1212.923	9	
DCVPC01CL5T2RL	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:29:34	158.64	159.33	180.43	158.39	162.42	87.79	0.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.94	72.75	74.54	72.40	72.15	0.60	1.79	2.53	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	157.916667	0.000000	0	1280	1024	22.338	217	106	31	204	0.491	11.375	195.695	5185.371	564.355	434.533	690.195	1689.083	10	
DCVPC01CL5T2RQ	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:29:52	167.58	161.42	186.81	172.33	169.76	86.41	0.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.48	73.26	75.62	73.98	75.31	0.31	3.83	2.63	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	163.382813	0.000000	0	1280	1024	21.792	220	108	26	212	0.659	7.601	201.834	5542.328	382.236	297.963	506.561	1186.759	9	
DCVPC01CL5T2RR	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:30:14	163.10	165.31	187.62	172.15	176.97	86.93	0.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.29	73.20	76.02	72.94	74.59	1.43	2.30	2.72	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	163.882813	0.000000	0	1280	1024	21.644	217	108	39	180	0.214	24.009	178.736	5030.021	406.591	310.231	508.628	1225.450	10	
DCVPC01CL5T2RX	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:30:33	158.23	158.21	180.83	168.25	170.60	87.49	0.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	70.45	74.48	75.80	73.81	75.21	0.58	4.76	2.57	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	158.838542	0.000000	0	1280	1024	21.303	218	108	25	212	0.687	6.757	201.321	6035.518	394.175	305.637	511.750	1211.562	9	
DCVPC01CL5T2S7	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:30:49	164.50	157.55	182.73	165.08	163.51	86.22	0.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.83	72.06	75.16	71.65	71.33	3.10	0.73	2.66	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	153.216146	0.000000	0	1280	1024	23.296	223	107	27	214	0.584	7.387	204.348	5553.824	422.148	324.917	501.655	1248.720	9	
DCVPC01CL5T2S2	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:31:06	153.72	150.55	179.67	170.95	172.65	83.80	0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.90	74.51	74.36	72.63	73.95	-0.15	1.88	2.59	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	148.885417	0.000000	0	1280	1024	21.597	218	111	39	188	0.233	30.467	182.685	4844.860	410.877	316.258	530.003	1257.138	12	
DCVPC01CL5T2T1	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:31:30	157.81	166.52	193.30	172.74	184.32	81.64	0.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.40	72.02	73.10	71.90	69.40	0.70	2.99	2.35	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	160.625000	0.000000	0	1280	1024	24.203	224	110	39	182	0.158	23.222	181.561	4634.958	419.942	320.377	495.834	1236.153	7	
DCVPC01CL5T2S9	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:31:45	162.75	157.65	189.30	176.23	174.45	83.28	0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	75.83	74.30	76.02	73.40	72.33	0.19	3.50	2.67	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	154.958333	0.000000	0	1280	1024	22.752	226	108	39	196	0.194	-1.#IO	205.792	-1.#IO	413.778	317.145	521.755	1252.678	8	
DCVPC01CL5T2SE	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:32:01	159.39	154.50	191.40	179.40	179.55	80.72	0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.44	71.79	74.81	75.30	71.83	-0.48	3.50	2.66	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	153.601563	0.000000	0	1280	1024	23.732	224	110	32	212	0.618	9.572	203.969	5419.626	426.869	323.095	525.272	1275.236	8	
DCVPC01CL5T2SJ	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:32:18	152.71	160.09	184.63	164.77	174.44	82.71	0.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	70.80	71.74	75.86	74.13	73.71	1.73	3.33	2.63	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	154.270833	0.000000	0	1280	1024	23.097	223	110	29	212	0.568	9.289	203.027	5072.610	406.313	315.742	518.445	1240.500	9	
DCVPC01CL5T2RT	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:32:35	157.20	169.77	191.38	161.86	173.40	82.14	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.49	73.51	75.44	73.63	73.46	0.95	1.04	2.52	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	165.598958	0.000000	0	1280	1024	25.255	226	104	39	180	0.132	25.285	183.013	4468.541	418.855	325.220	517.536	1261.611	7	
DCVPC01CL5T2SV	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:32:51	151.13	163.16	187.60	157.28	169.30	80.56	0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.62	72.21	75.29	72.08	72.82	2.47	0.74	2.50	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	156.535156	0.000000	0	1280	1024	26.247	228	101	39	180	0.127	24.252	184.014	4333.981	434.534	335.878	536.708	1307.120	8	
DCVPC01CL5T2Q6	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:33:08	156.28	172.33	194.87	163.17	180.67	80.20	0.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	70.83	71.39	75.49	71.00	72.55	2.94	1.72	2.57	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	166.118490	0.000000	0	1280	1024	26.391	226	99	39	181	0.139	24.337	181.351	4404.374	432.673	332.144	527.767	1292.584	9	
DCVPC01CL5T2ST	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:33:24	162.46	161.19	186.31	170.43	169.54	86.52	0.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.74	70.37	75.07	74.57	70.02	0.33	4.72	2.26	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	158.479167	0.000000	0	1280	1024	22.612	220	101	26	212	0.549	8.096	202.042	5358.030	411.311	315.402	510.853	1237.566	9	
DCVPC01CL5T2SZ	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:33:42	155.11	156.80	180.09	163.30	166.56	86.13	0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.75	72.34	75.70	73.32	74.21	1.49	2.45	2.69	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	153.480469	0.000000	0	1280	1024	22.623	228	113	26	220	0.542	7.888	210.735	5631.058	415.948	314.678	491.217	1221.844	8	
DCVPC01CL5T2RZ	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:33:58	171.95	173.48	207.80	179.64	183.00	82.75	0.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.45	72.38	75.44	73.27	72.80	1.99	1.06	2.55	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	167.503906	0.000000	0	1280	1024	25.900	215	92	39	175	0.154	23.643	174.670	4389.934	424.094	322.303	512.655	1259.052	19	
DCVPC01CL5T2SP	X--X-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:34:30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	38.05	58.57	53.03	41.58	38.89	-20.52	19.68	1.09	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	0.000000	0.000000	0	1280	1024	25.900	215	92	39	175	0.154	23.643	174.670	4389.934	424.094	322.303	512.655	1259.052	19	
DCVPC01CL5T2S4	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:34:51	159.22	165.23	186.59	165.37	173.49	85.33	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	69.70	69.98	74.00	72.46	72.78	1.22	3.08	2.55	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	161.298177	0.000000	0	1280	1024	22.252	214	102	30	204	0.642	7.662	195.855	6204.414	544.573	421.852	670.867	1637.292	8	
DCVPC01CL5T2SU	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:35:07	164.86	162.71	191.66	178.56	179.82	84.90	0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.04	70.42	75.02	72.39	71.02	1.98	2.62	2.67	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	159.596354	0.000000	0	1280	1024	22.460	218	105	39	181	0.180	25.268	179.580	4827.838	388.353	298.753	497.911	1185.017	9	
DCVPC01CL5T2T0	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:35:25	161.50	165.08	190.15	173.59	179.79	84.93	0.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.47	71.38	74.34	73.01	69.22	-0.12	5.25	2.54	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	163.567708	0.000000	0	1280	1024	22.620	218	110	25	212	0.563	7.404	201.448	5534.019	387.875	295.606	485.691	1169.172	9	
DCVPC01CL5T2SA	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:35:41	166.90	166.20	190.85	170.37	169.21	87.09	0.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.89	72.87	76.22	73.58	72.64	1.33	2.24	2.74	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	161.401042	0.000000	0	1280	1024	23.746	223	94	39	177	0.151	26.892	181.461	4651.392	398.480	303.652	490.475	1192.606	10	
DCVPC01CL5T2RN	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:35:58	156.69	159.59	188.04	172.83	179.93	83.33	0.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.77	74.81	74.70	69.15	72.01	-0.11	5.66	2.51	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	158.941406	0.000000	0	1280	1024	23.232	221	112	27	212	0.585	7.904	202.290	5494.449	406.464	305.775	488.523	1200.763	8	
DCVPC01CL5T2RS	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:36:14	168.32	167.80	193.31	177.03	179.10	86.80	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.56	72.34	75.28	74.05	71.26	0.72	3.30	2.61	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	164.141927	0.000000	0	1280	1024	22.529	218	105	24	212	0.575	7.634	201.456	5169.610	388.017	292.511	485.387	1165.916	8	
DCVPC01CL5T2RY	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:36:32	162.50	169.47	191.34	175.16	184.81	84.93	0.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	69.81	72.33	76.00	71.96	73.04	2.96	3.24	2.74	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	167.425781	0.000000	0	1280	1024	22.376	217	109	39	180	0.167	30.939	181.051	4828.577	393.694	295.727	461.748	1151.169	10	
DCVPC01CL5T2S3	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:36:49	156.29	159.16	186.74	167.72	173.20	83.70	0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.12	73.18	76.33	73.34	73.05	2.99	0.29	2.72	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	157.199219	0.000000	0	1280	1024	22.787	214	104	39	180	0.197	23.331	178.274	4909.447	554.598	426.559	674.545	1655.703	9	
DCVPC01CL5T2QC	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:37:06	158.05	174.49	195.49	167.07	182.47	80.85	0.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.97	73.06	74.01	74.73	74.69	-0.96	1.91	2.55	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	171.644531	0.000000	0	1280	1024	24.798	218	104	39	180	0.157	22.257	179.456	4793.357	553.862	424.223	667.269	1645.355	9	
DCVPC01CL5T2SO	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:37:22	159.66	165.87	188.56	171.62	180.16	84.68	0.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.50	72.30	74.75	73.72	72.34	0.25	2.20	2.56	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	162.104167	0.000000	0	1280	1024	22.746	216	107	30	204	0.360	13.896	195.992	4721.397	399.081	299.092	487.477	1185.650	9	
DCVPC01CL5T2RO	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:37:43	161.55	154.20	186.65	174.99	172.68	82.61	0.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	69.87	73.37	74.90	69.71	73.70	1.20	4.00	2.54	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	153.699219	0.000000	0	1280	1024	22.385	217	113	31	205	0.449	11.407	196.648	5226.451	549.281	423.272	678.062	1650.616	9	
DCVPC01CL5T2SF	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:38:03	162.68	161.50	190.43	174.07	174.33	84.81	0.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	70.65	72.00	75.80	69.61	73.75	2.06	4.13	2.59	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	162.417969	0.000000	0	1280	1024	23.190	221	103	39	177	0.161	26.318	182.638	4698.590	408.895	310.770	512.123	1231.789	8	
DCVPC01CL5T2SK	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:38:18	160.89	169.58	195.59	168.96	179.58	82.26	0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.41	71.60	75.96	72.70	72.24	3.27	1.29	2.75	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	165.727865	0.000000	0	1280	1024	24.898	223	105	39	182	0.178	21.108	181.101	4659.368	417.717	315.527	508.306	1241.550	8	
DCVPC01CL5T2SQ	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:38:33	154.20	151.80	186.07	169.82	170.13	81.58	0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.31	70.95	75.36	74.73	73.07	0.62	3.78	2.54	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	151.479167	0.000000	0	1280	1024	23.326	219	99	24	212	0.545	8.184	200.892	4879.597	564.034	436.650	679.606	1680.291	9	
DCVPC01CL5T2TO	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:39:29	172.07	158.60	191.27	178.71	169.19	82.92	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.82	71.15	75.90	73.26	70.34	1.08	4.48	2.66	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	158.687500	0.000000	0	1280	1024	23.354	220	100	39	177	0.133	25.236	181.963	4782.383	402.791	306.661	468.444	1177.895	19	
DCVPC01CL5T300	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:39:59	158.50	164.90	190.34	168.60	176.51	83.27	0.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.68	76.18	75.99	70.90	74.44	-0.19	5.28	2.73	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	159.416667	0.000000	0	1280	1024	22.859	218	107	39	180	0.182	23.336	179.400	4879.452	540.658	415.053	663.286	1618.997	10	
DCVPC01CL5T2QX	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:40:22	160.49	166.69	194.28	175.13	183.31	82.61	0.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.67	70.90	73.49	72.49	71.37	1.00	1.58	2.44	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	160.924479	0.000000	0	1280	1024	24.450	222	105	39	182	0.161	24.077	181.069	4587.317	403.109	306.842	478.395	1188.347	14	
DCVPC01CL5T2QR	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	05:40:44	161.35	156.98	192.08	169.13	165.89	81.72	0.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.23	72.15	73.63	74.22	71.84	-0.60	2.39	2.45	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	158.033854	0.000000	0	1280	1024	25.986	223	96	39	179	0.159	30.549	182.522	4205.680	408.970	310.375	481.773	1201.119	9	
