S/No	FFDD	Date	Time	Version	Station	Fixture	PC	MIC	L_FREQ	R_FREQ	L_dB	R_dB	L_Noise	R_Noise	CycleTime	
DDPJB01855TA1V	OOOOOO	20131210	05:53:15	2012.10.22	000	000	000	2	1001	1001	-36.15	-23.66	48.75	167.38	14	
DDPJB01855TA0Y	OOOOOO	20131210	05:53:30	2012.10.22	000	000	000	2	1001	1001	-36.14	-23.69	49.70	176.71	7	
DDPJB01855TA0S	OOOOOO	20131210	05:53:38	2012.10.22	000	000	000	2	1001	1001	-29.95	-29.44	79.05	79.87	11	
DDPJB01855TA0H	OOOXOO	20131210	05:53:50	2012.10.22	000	000	000	2	1001	1001	-32.80	-41.02	64.42	23.01	11	
DDPJB01855TA0E	OOOOOO	20131210	05:54:03	2012.10.22	000	000	000	2	1001	1001	-32.86	-30.59	47.36	61.79	11	
DDPJB01855TA0H	OOOXOO	20131210	05:54:17	2012.10.22	000	000	000	2	1001	1001	-30.59	-39.93	76.68	65.91	14	
DDPJB01855TA13	OOOOOO	20131210	05:54:32	2012.10.22	000	000	000	2	1001	1001	-30.86	-33.27	71.93	64.85	11	
DDPJB01855TA0H	OOOOOO	20131210	05:54:46	2012.10.22	000	000	000	2	1001	1001	-32.91	-32.10	80.46	67.87	6	
DDPJB01855TA2N	OOOOOO	20131210	05:55:46	2012.10.22	000	000	000	2	1001	1001	-32.69	-30.95	87.75	113.86	7	
DDPJB01855TA3N	OOOOOO	20131210	05:56:01	2012.10.22	000	000	000	2	1001	1001	-32.60	-31.04	90.33	157.48	6	
DDPJB01855TA01	OOOOOO	20131210	05:56:08	2012.10.22	000	000	000	2	1001	1001	-29.13	-30.93	116.50	91.27	13	
DDPJB01855TA3S	OOOOOO	20131210	05:56:22	2012.10.22	000	000	000	2	1001	1001	-33.33	-33.63	55.63	74.62	10	
DDPJB01855TA2X	OOOOOO	20131210	05:56:33	2012.10.22	000	000	000	2	1001	1001	-36.55	-35.72	43.64	51.03	14	
DDPJB01855TA36	OOOOOO	20131210	05:56:48	2012.10.22	000	000	000	2	1001	1001	-30.82	-33.94	106.55	155.16	13	
DDPJB01855TA31	OOOOOO	20131210	05:57:03	2012.10.22	000	000	000	2	1001	1001	-34.53	-32.70	61.43	74.43	11	
DDPJB01855TA0N	OOOOOO	20131210	05:57:15	2012.10.22	000	000	000	2	1001	1001	-35.24	-33.08	54.88	67.87	7	
DDPJB01855TA3H	OOOOOO	20131210	05:57:26	2012.10.22	000	000	000	2	1001	1001	-35.08	-33.04	41.52	53.64	6	
DDPJB01855TA0U	OOOOOO	20131210	05:57:33	2012.10.22	000	000	000	2	1001	1001	-35.41	-33.37	47.57	53.71	6	
DDPJB01855TA10	OOOOOO	20131210	05:57:41	2012.10.22	000	000	000	2	1001	1001	-35.82	-33.23	42.04	48.80	8	
DDPJB01855TA2R	OOOOOO	20131210	05:57:53	2012.10.22	000	000	000	2	1001	1001	-35.69	-33.35	34.52	61.76	6	
DDPJB01855TA09	OOOOOO	20131210	05:58:01	2012.10.22	000	000	000	2	1001	1001	-35.89	-33.55	46.15	66.45	7	
DDPJB01855TA32	OOXOOO	20131210	05:58:09	2012.10.22	000	000	000	2	1001	1001	-38.31	-32.15	30.91	52.30	13	
DDPJB01855TA2P	OOOOOO	20131210	05:58:24	2012.10.22	000	000	000	2	1001	1001	-24.94	-31.09	136.02	86.45	12	
DDPJB01855TA32	OOOOOO	20131210	05:58:39	2012.10.22	000	000	000	2	1001	1001	-35.75	-32.08	56.34	65.25	13	
DDPJB01855TA03	OOOOOO	20131210	05:58:53	2012.10.22	000	000	000	2	1001	1001	-28.09	-30.42	86.29	61.24	11	
DDPJB01855TA0J	OOOOOO	20131210	05:59:06	2012.10.22	000	000	000	2	1001	1001	-27.96	-30.57	89.50	63.45	6	
DDPJB01855TA0P	OOOOOO	20131210	05:59:13	2012.10.22	000	000	000	2	1001	1001	-27.97	-30.59	96.90	90.91	7	
DDPJB01855TA2H	OOOOOO	20131210	05:59:21	2012.10.22	000	000	000	2	1001	1001	-27.92	-30.56	90.45	63.54	6	
DDPJB01855TA23	OOOOOO	20131210	05:59:29	2012.10.22	000	000	000	2	1001	1001	-27.87	-30.55	126.29	102.47	7	
DDPJB01855T97U	OOOOOO	20131210	05:59:37	2012.10.22	000	000	000	2	1001	1001	-27.89	-30.69	98.34	71.28	6	
DDPJB01855T4FB	OOOOOO	20131210	05:59:45	2012.10.22	000	000	000	2	1001	1001	-27.92	-30.67	139.02	113.73	7	
DDPJB01855T4F0	OOOOOO	20131210	05:59:54	2012.10.22	000	000	000	2	1001	1001	-30.09	-33.76	114.41	80.30	-3588	
DDPJB01855T4D6	OOOOOO	20131210	06:00:08	2012.10.22	000	000	000	2	1001	1001	-30.27	-33.96	95.95	78.57	6	
DDPJB01855T4F5	OOOOOO	20131210	06:00:15	2012.10.22	000	000	000	2	1001	1001	-26.70	-31.03	173.22	113.07	12	
DDPJB01855T4DH	OOOOOO	20131210	06:00:28	2012.10.22	000	000	000	2	1001	1001	-28.72	-30.39	71.13	54.98	13	
DDPJB01855T4FL	OOOOOO	20131210	06:00:42	2012.10.22	000	000	000	2	1001	1001	-31.61	-32.35	68.89	127.54	13	
DDPJB01855T4E3	OOOOOO	20131210	06:00:56	2012.10.22	000	000	000	2	1001	1001	-28.41	-29.85	116.56	97.23	11	
DDPJB01855T97V	OOOOOO	20131210	06:01:08	2012.10.22	000	000	000	2	1001	1001	-27.31	-27.80	117.84	115.85	12	
DDPJB01855T97X	OOOOOO	20131210	06:01:21	2012.10.22	000	000	000	2	1001	1001	-30.11	-25.94	67.54	107.57	11	
DDPJB01855T97Z	OOOOOO	20131210	06:01:33	2012.10.22	000	000	000	2	1001	1001	-28.19	-23.45	100.20	173.07	11	
DDPJB01855T97Y	OOOOOO	20131210	06:01:45	2012.10.22	000	000	000	2	1001	1001	-28.45	-24.13	103.69	165.19	6	
DDPJB01855T4DN	OOOOOO	20131210	06:01:52	2012.10.22	000	000	000	2	1001	1001	-29.56	-24.22	139.63	102.71	7	
DDPJB01855T4I5	OOOOOO	20131210	06:02:05	2012.10.22	000	000	000	2	1001	1001	-25.91	-35.64	154.26	46.06	10	
DDPJB01855T4IG	OOOOOO	20131210	06:02:17	2012.10.22	000	000	000	2	1001	1001	-25.94	-35.86	138.97	82.12	6	
DDPJB01855T4HZ	OOOOOO	20131210	06:02:24	2012.10.22	000	000	000	2	1001	1001	-26.13	-36.17	120.07	87.61	6	
DDPJB01855T4IB	OOOOOO	20131210	06:02:32	2012.10.22	000	000	000	2	1001	1001	-26.07	-35.24	121.92	54.26	6	
DDPJB01855T4HT	OOOOOO	20131210	06:02:45	2012.10.22	000	000	000	2	1001	1001	-34.15	-30.16	83.38	81.62	68	
DDPJB01855T4IX	OOOOOO	20131210	06:03:54	2012.10.22	000	000	000	2	1001	1001	-28.85	-31.81	93.73	59.11	11	
DDPJB01855T4JU	OOOOOO	20131210	06:04:06	2012.10.22	000	000	000	2	1001	1001	-28.87	-32.25	98.02	64.32	7	
DDPJB01855T4K0	OOOOOO	20131210	06:04:14	2012.10.22	000	000	000	2	1001	1001	-29.13	-32.48	95.40	71.77	6	
DDPJB01855T4IR	OOOOOO	20131210	06:04:21	2012.10.22	000	000	000	2	1001	1001	-28.96	-32.53	107.31	151.31	6	
DDPJB01855T4IL	OOOOOO	20131210	06:04:28	2012.10.22	000	000	000	2	1001	1001	-29.08	-32.55	95.40	68.57	7	
DDPJB01855T4JS	OOOOOO	20131210	06:04:36	2012.10.22	000	000	000	2	1001	1001	-29.08	-32.57	111.99	73.26	6	
DDPJB01855T4JY	OOOOOO	20131210	06:04:44	2012.10.22	000	000	000	2	1001	1001	-29.08	-32.72	110.35	72.01	7	
DDPJB01855T4J6	OOOOOO	20131210	06:04:52	2012.10.22	000	000	000	2	1001	1001	-29.09	-32.55	93.12	68.59	6	
DDPJB01855T4J1	OOOOOO	20131210	06:04:59	2012.10.22	000	000	000	2	1001	1001	-29.05	-32.45	96.70	110.00	6	
DDPJB01855T4L4	OOOOOO	20131210	06:05:06	2012.10.22	000	000	000	2	1001	1001	-29.08	-32.56	122.26	82.87	6	
DDPJB01855T4IF	OOOOOO	20131210	06:05:13	2012.10.22	000	000	000	2	1001	1001	-28.81	-32.09	98.42	58.98	6	
DDPJB01855T4LF	OOOOOO	20131210	06:05:20	2012.10.22	000	000	000	2	1001	1001	-27.62	-36.68	120.71	45.60	14	
DDPJB01855T4KC	OOOXOO	20131210	06:05:35	2012.10.22	000	000	000	2	1001	1001	-27.57	-37.17	129.16	39.35	6	
DDPJB01855T4K6	OOOOOO	20131210	06:05:45	2012.10.22	000	000	000	2	1001	1001	-31.67	-33.58	85.07	77.18	13	
DDPJB01855T4LF	OOOOOO	20131210	06:05:59	2012.10.22	000	000	000	2	1001	1001	-31.90	-33.61	109.96	79.95	6	
DDPJB01855T4LV	OOOOOO	20131210	06:06:08	2012.10.22	000	000	000	2	1001	1001	-32.15	-33.61	115.25	164.80	6	
DDPJB01855TA2J	OOOOOO	20131210	06:06:16	2012.10.22	000	000	000	2	1001	1001	-31.96	-33.61	82.93	76.14	7	
DDPJB01855TA29	OOOOOO	20131210	06:06:24	2012.10.22	000	000	000	2	1001	1001	-32.21	-33.74	62.00	47.07	7	
DDPJB01855TA0V	OOXOOO	20131210	06:06:32	2012.10.22	000	000	000	2	1001	1001	-39.00	-34.83	38.64	70.62	12	
DDPJB01855TA11	OOOOXX	20131210	06:06:45	2012.10.22	000	000	000	2	1001	1001	-30.24	-28.36	360.38	519.07	13	
DDPJB01855T4K6	OOOOOO	20131210	06:06:59	2012.10.22	000	000	000	2	1001	1001	-30.05	-23.49	90.09	210.12	7	
DDPJB01855T4K6	OOOOOX	20131210	06:07:07	2012.10.22	000	000	000	2	1001	1001	-29.69	-23.58	89.09	690.87	7	
DDPJB01855TA0V	OOXOOO	20131210	06:07:19	2012.10.22	000	000	000	2	1001	1001	-38.87	-34.10	32.68	73.71	16	
DDPJB01855TA1H	OOOOOO	20131210	06:07:38	2012.10.22	000	000	000	2	1001	1001	-24.22	-28.21	177.63	126.72	14	
DDPJB01855TA0V	OOOOOO	20131210	06:07:54	2012.10.22	000	000	000	2	1001	1001	-27.64	-36.17	63.71	81.68	12	
DDPJB01855TA1Y	OOOOOO	20131210	06:08:09	2012.10.22	000	000	000	2	1001	1001	-35.01	-27.77	61.24	128.60	12	
DDPJB01855TA2E	OOXOOO	20131210	06:08:23	2012.10.22	000	000	000	2	1001	1001	-40.99	-28.20	90.88	125.84	11	
DDPJB01855TA1N	OOOOOO	20131210	06:08:35	2012.10.22	000	000	000	2	1001	1001	-25.93	-31.61	79.34	70.40	11	
DDPJB01855TA2E	OOOOOO	20131210	06:08:48	2012.10.22	000	000	000	2	1001	1001	-34.15	-26.82	49.18	140.48	12	
DDPJB01855TA1E	OOXOOO	20131210	06:09:02	2012.10.22	000	000	000	2	1001	1001	-39.10	-28.41	32.07	100.13	7	
DDPJB01855TA1S	OOOOOO	20131210	06:09:10	2012.10.22	000	000	000	2	1001	1001	-28.03	-23.61	122.65	194.21	11	
DDPJB01855TA2E	OOOOOO	20131210	06:09:23	2012.10.22	000	000	000	2	1001	1001	-26.90	-23.62	115.79	178.76	12	
DDPJB01855T9JE	OOOOOO	20131210	06:10:05	2012.10.22	000	000	000	2	1001	1001	-29.98	-32.39	80.27	57.64	11	
DDPJB01855T9J3	OOOOOO	20131210	06:10:17	2012.10.22	000	000	000	2	1001	1001	-30.28	-32.86	85.84	51.73	6	
DDPJB01855T9J9	OOOOOO	20131210	06:10:25	2012.10.22	000	000	000	2	1001	1001	-30.32	-32.74	70.86	72.06	5	
DDPJB01855T9IX	OOOOOO	20131210	06:10:33	2012.10.22	000	000	000	2	1001	1001	-30.18	-32.54	92.73	76.81	7	
DDPJB01855T9JZ	OOOOOO	20131210	06:10:41	2012.10.22	000	000	000	2	1001	1001	-30.29	-32.76	102.26	127.31	7	
DDPJB01855T9JJ	OOOOOO	20131210	06:10:51	2012.10.22	000	000	000	2	1001	1001	-30.21	-32.61	103.86	63.30	6	
DDPJB01855T9K4	OOOOOO	20131210	06:10:59	2012.10.22	000	000	000	2	1001	1001	-30.29	-32.73	75.73	64.24	6	
DDPJB01855T46R	OOOOOO	20131210	06:11:07	2012.10.22	000	000	000	2	1001	1001	-30.15	-32.53	88.61	73.20	7	
DDPJB01855T46X	OOOOOO	20131210	06:11:15	2012.10.22	000	000	000	2	1001	1001	-29.39	-28.48	66.01	90.22	12	
DDPJB01855T93T	OOOOOO	20131210	06:11:29	2012.10.22	000	000	000	2	1001	1001	-36.40	-35.28	26.21	33.00	14	
DDPJB01855T46L	OOXOOO	20131210	06:11:44	2012.10.22	000	000	000	2	1001	1001	-37.95	-35.96	32.55	34.34	7	
DDPJB01855T93T	OOOOOO	20131210	06:11:55	2012.10.22	000	000	000	2	1001	1001	-33.30	-36.23	58.59	63.33	11	
DDPJB01855T4I9	OOOOOO	20131210	06:12:09	2012.10.22	000	000	000	2	1001	1001	-34.09	-35.31	59.24	62.44	6	
DDPJB01855T4JR	OOOOOO	20131210	06:12:17	2012.10.22	000	000	000	2	1001	1001	-34.80	-35.76	50.70	39.85	7	
DDPJB01855T4FJ	OOOOOO	20131210	06:12:26	2012.10.22	000	000	000	2	1001	1001	-29.52	-30.71	71.11	75.91	13	
DDPJB01855T4FE	OOXOOO	20131210	06:12:40	2012.10.22	000	000	000	2	1001	1001	-37.96	-34.24	87.09	95.68	7	
DDPJB01855T4F3	OOOOOO	20131210	06:12:48	2012.10.22	000	000	000	2	1001	1001	-29.86	-31.49	216.60	99.70	11	
DDPJB01855T4FJ	OOOOOO	20131210	06:13:02	2012.10.22	000	000	000	2	1001	1001	-34.70	-30.76	40.68	67.89	6	
DDPJB01855T4JX	OOOOOO	20131210	06:13:11	2012.10.22	000	000	000	2	1001	1001	-35.18	-30.98	60.78	48.60	6	
DDPJB01855T4EN	OOOOOO	20131210	06:13:19	2012.10.22	000	000	000	2	1001	1001	-35.13	-30.98	41.58	78.85	7	
DDPJB01855T4ES	OOOOOO	20131210	06:13:27	2012.10.22	000	000	000	2	1001	1001	-35.44	-31.15	35.53	72.68	7	
DDPJB01855T4EY	OOOOOO	20131210	06:13:35	2012.10.22	000	000	000	2	1001	1001	-34.81	-30.96	45.62	73.52	7	
DDPJB01855T4JF	OOOOOO	20131210	06:13:44	2012.10.22	000	000	000	2	1001	1001	-35.77	-31.37	45.49	82.72	6	
DDPJB01855T4E6	OOOOOO	20131210	06:13:54	2012.10.22	000	000	000	2	1001	1001	-35.38	-31.19	38.70	73.59	6	
DDPJB01855T4EH	OOOOOO	20131210	06:14:01	2012.10.22	000	000	000	2	1001	1001	-35.40	-31.31	39.95	80.37	7	
DDPJB01855T4JB	OOOOOO	20131210	06:14:09	2012.10.22	000	000	000	2	1001	1001	-35.45	-31.47	109.38	96.52	7	
DDPJB01855T4J5	OOOOOO	20131210	06:14:18	2012.10.22	000	000	000	2	1001	1001	-35.76	-31.56	79.73	100.42	6	
DDPJB01855T4J0	OOOOOO	20131210	06:14:25	2012.10.22	000	000	000	2	1001	1001	-35.67	-31.60	61.25	68.13	7	
DDPJB01855T4E1	OOOOOO	20131210	06:14:33	2012.10.22	000	000	000	2	1001	1001	-35.90	-31.72	48.32	68.00	6	
DDPJB01855T4HY	OOOOOO	20131210	06:14:41	2012.10.22	000	000	000	2	1001	1001	-35.38	-31.60	54.24	80.45	7	
DDPJB01855T4I3	OOOOOO	20131210	06:14:49	2012.10.22	000	000	000	2	1001	1001	-26.54	-30.05	95.62	102.30	12	
DDPJB01855T4EC	OOOOOO	20131210	06:15:03	2012.10.22	000	000	000	2	1001	1001	-30.34	-26.82	74.83	133.83	12	
DDPJB01855T4F9	OOOOOO	20131210	06:15:16	2012.10.22	000	000	000	2	1001	1001	-30.66	-26.62	75.02	110.93	6	
DDPJB01855T4LI	OOOOOO	20131210	06:15:24	2012.10.22	000	000	000	2	1001	1001	-30.79	-26.63	88.30	137.86	7	
DDPJB01855T4IP	OOOOOO	20131210	06:15:32	2012.10.22	000	000	000	2	1001	1001	-30.84	-26.69	81.38	131.06	7	
DDPJB01855T4LT	OOOOOO	20131210	06:15:40	2012.10.22	000	000	000	2	1001	1001	-30.93	-26.66	72.45	140.91	6	
DDPJB01855T4JG	OOOOOO	20131210	06:15:47	2012.10.22	000	000	000	2	1001	1001	-30.97	-26.77	87.47	145.26	6	
DDPJB01855T4IJ	OOOOOO	20131210	06:15:55	2012.10.22	000	000	000	2	1001	1001	-30.92	-26.69	85.26	123.19	6	
DDPJB01855T4LO	OOOOOO	20131210	06:16:02	2012.10.22	000	000	000	2	1001	1001	-30.93	-26.96	102.48	133.07	6	
DDPJB01855T1HK	OOOOOO	20131210	06:16:09	2012.10.22	000	000	000	2	1001	1001	-31.11	-26.89	67.24	130.77	7	
DDPJB01855T4IU	OOOOOO	20131210	06:16:17	2012.10.22	000	000	000	2	1001	1001	-30.68	-26.60	77.34	136.38	6	
DDPJB01855T4JL	OOOOOO	20131210	06:16:24	2012.10.22	000	000	000	2	1001	1001	-26.74	-34.94	128.19	51.59	10	
DDPJB01855T4IE	OOOOXX	20131210	06:16:35	2012.10.22	000	000	000	2	1001	1001	-27.43	-35.02	404.25	505.79	6	
DDPJB01855T9HA	OOXOOO	20131210	06:16:46	2012.10.22	000	000	000	2	1001	1001	-37.89	-26.90	58.79	166.98	12	
DDPJB01855T4JL	OOOOOO	20131210	06:17:00	2012.10.22	000	000	000	2	1001	1001	-24.13	-31.40	154.12	55.14	12	
DDPJB01855T9HA	OOXOOO	20131210	06:17:14	2012.10.22	000	000	000	2	1001	1001	-37.41	-25.30	49.94	164.40	11	
DDPJB01855T4IE	OOOOOO	20131210	06:17:27	2012.10.22	000	000	000	2	1001	1001	-28.55	-29.04	53.51	69.20	10	
DDPJB01855T9HA	OOOOOO	20131210	06:17:40	2012.10.22	000	000	000	2	1001	1001	-33.81	-30.83	66.09	67.66	6	
DDPJB01855T4IA	OOOOOO	20131210	06:17:47	2012.10.22	000	000	000	2	1001	1001	-33.78	-30.63	114.42	106.70	7	
DDPJB01855T4I4	OOOOOO	20131210	06:17:55	2012.10.22	000	000	000	2	1001	1001	-34.16	-30.90	53.75	77.83	6	
DDPJB01855T9HF	OOOOOO	20131210	06:18:02	2012.10.22	000	000	000	2	1001	1001	-28.71	-32.60	103.15	74.72	11	
DDPJB01855T4JP	OOOOOO	20131210	06:18:14	2012.10.22	000	000	000	2	1001	1001	-28.75	-33.27	91.98	55.26	6	
DDPJB01855T4J9	OOOOOO	20131210	06:18:22	2012.10.22	000	000	000	2	1001	1001	-29.11	-33.53	97.37	62.30	6	
DDPJB01855T4HU	OOOOOO	20131210	06:18:30	2012.10.22	000	000	000	2	1001	1001	-29.02	-33.45	116.75	72.59	7	
DDPJB01855T4JE	OOOOOO	20131210	06:18:38	2012.10.22	000	000	000	2	1001	1001	-28.97	-33.25	100.96	128.68	9	
DDPJB01855T9GC	OOOOOO	20131210	06:18:51	2012.10.22	000	000	000	2	1001	1001	-28.87	-32.85	87.56	63.74	7	
DDPJB01855T4KZ	OOOOOO	20131210	06:19:00	2012.10.22	000	000	000	2	1001	1001	-28.98	-33.36	63.57	56.06	7	
DDPJB01855T4KT	OOOOOO	20131210	06:19:09	2012.10.22	000	000	000	2	1001	1001	-28.83	-32.82	95.29	68.99	8	
DDPJB01855T4DX	OOOOOO	20131210	06:19:18	2012.10.22	000	000	000	2	1001	1001	-29.09	-33.56	224.84	216.56	6	
DDPJB01855T4K7	OOOOOO	20131210	06:19:25	2012.10.22	000	000	000	2	1001	1001	-29.13	-33.48	83.38	50.10	6	
DDPJB01855T4DR	OOOOOO	20131210	06:19:32	2012.10.22	000	000	000	2	1001	1001	-28.97	-33.34	77.94	57.81	6	
DDPJB01855T4HJ	OOOOOO	20131210	06:19:39	2012.10.22	000	000	000	2	1001	1001	-28.97	-33.56	123.70	104.25	6	
DDPJB01855T4HP	OOOOOO	20131210	06:19:47	2012.10.22	000	000	000	2	1001	1001	-29.03	-33.65	104.95	74.88	7	
DDPJB01855T4GG	OOOOOO	20131210	06:19:55	2012.10.22	000	000	000	2	1001	1001	-29.08	-33.27	96.07	62.75	6	
DDPJB01855T4DV	OOOOOO	20131210	06:20:02	2012.10.22	000	000	000	2	1001	1001	-29.09	-33.58	123.20	77.28	7	
DDPJB01855T4DQ	OOOOOO	20131210	06:20:10	2012.10.22	000	000	000	2	1001	1001	-28.97	-33.24	110.03	69.68	7	
DDPJB01855T4D5	OOOOOO	20131210	06:20:18	2012.10.22	000	000	000	2	1001	1001	-28.98	-33.36	108.23	78.92	7	
DDPJB01855T4CZ	OOOOOO	20131210	06:20:27	2012.10.22	000	000	000	2	1001	1001	-28.94	-33.38	184.77	160.10	6	
DDPJB01855T4DB	OOOOOO	20131210	06:20:34	2012.10.22	000	000	000	2	1001	1001	-28.95	-33.61	98.05	67.65	6	
DDPJB01855T4E2	OOOOOO	20131210	06:20:41	2012.10.22	000	000	000	2	1001	1001	-28.57	-33.18	79.34	47.62	6	
DDPJB01855T4E7	OOOOOO	20131210	06:20:48	2012.10.22	000	000	000	2	1001	1001	-28.81	-33.90	75.28	51.26	14	
DDPJB01855T4HD	OOOOOO	20131210	06:21:03	2012.10.22	000	000	000	2	1001	1001	-28.95	-33.90	102.22	50.40	6	
DDPJB01855T4HI	OOOOOO	20131210	06:21:10	2012.10.22	000	000	000	2	1001	1001	-29.08	-34.03	106.44	64.15	7	
DDPJB01855T4HO	OOOOOO	20131210	06:21:18	2012.10.22	000	000	000	2	1001	1001	-29.17	-34.16	60.85	40.27	6	
DDPJB01855T4HE	OOOOOO	20131210	06:21:25	2012.10.22	000	000	000	2	1001	1001	-29.29	-34.52	88.79	61.64	6	
DDPJB01855T4H9	OOOOOO	20131210	06:21:37	2012.10.22	000	000	000	2	1001	1001	-29.06	-34.30	99.30	53.89	6	
DDPJB01855T4H7	OOOOOO	20131210	06:21:45	2012.10.22	000	000	000	2	1001	1001	-29.17	-34.25	107.94	58.74	6	
DDPJB01855T4H2	OOOOOO	20131210	06:21:52	2012.10.22	000	000	000	2	1001	1001	-29.19	-34.29	76.05	54.62	7	
DDPJB01855T4FP	OOOOOO	20131210	06:22:00	2012.10.22	000	000	000	2	1001	1001	-29.17	-34.11	119.01	63.95	7	
DDPJB01855T4G0	OOOOOO	20131210	06:22:08	2012.10.22	000	000	000	2	1001	1001	-29.19	-34.19	96.00	56.50	6	
DDPJB01855T4G5	OOOOOO	20131210	06:22:16	2012.10.22	000	000	000	2	1001	1001	-29.06	-34.44	72.98	44.43	7	
DDPJB01855T4D0	OOOOOO	20131210	06:22:26	2012.10.22	000	000	000	2	1001	1001	-26.84	-30.54	117.26	69.55	12	
DDPJB01855T4DA	OOOOOO	20131210	06:22:39	2012.10.22	000	000	000	2	1001	1001	-27.85	-30.68	85.57	59.67	13	
DDPJB01855T4D4	OOOOOO	20131210	06:22:53	2012.10.22	000	000	000	2	1001	1001	-28.07	-30.80	129.78	104.56	6	
DDPJB01855T4DG	OOOOOO	20131210	06:23:00	2012.10.22	000	000	000	2	1001	1001	-29.28	-34.46	117.63	63.40	11	
DDPJB01855T4DL	OOOOOO	20131210	06:23:14	2012.10.22	000	000	000	2	1001	1001	-29.39	-34.50	57.07	34.21	7	
DDPJB01855T4EI	OOOOOO	20131210	06:23:22	2012.10.22	000	000	000	2	1001	1001	-29.42	-34.68	83.09	41.05	7	
DDPJB01855T4DK	OOOOOO	20131210	06:23:30	2012.10.22	000	000	000	2	1001	1001	-29.53	-28.55	99.23	110.01	11	
DDPJB01855T4FK	OOOOOO	20131210	06:23:43	2012.10.22	000	000	000	2	1001	1001	-33.67	-33.39	59.50	59.45	12	
DDPJB01855T4F4	OOOOOO	20131210	06:23:56	2012.10.22	000	000	000	2	1001	1001	-29.17	-22.33	117.30	222.51	14	
DDPJB01855T4FK	OOOOOO	20131210	06:24:11	2012.10.22	000	000	000	2	1001	1001	-28.90	-22.58	70.14	158.58	7	
DDPJB01855T4FF	OOXOOO	20131210	06:24:27	2012.10.22	000	000	000	2	1001	1001	-39.51	-29.36	19.01	89.22	14	
DDPJB01855T4EO	OOOOOO	20131210	06:24:43	2012.10.22	000	000	000	2	1001	1001	-34.89	-33.36	42.88	52.46	16	
DDPJB01855T4ET	OOOOOO	20131210	06:25:00	2012.10.22	000	000	000	2	1001	1001	-28.97	-32.04	95.17	72.91	11	
DDPJB01855T4EZ	OOOOOO	20131210	06:25:12	2012.10.22	000	000	000	2	1001	1001	-26.90	-35.23	108.55	47.38	11	
DDPJB01855T4DF	OOXOOO	20131210	06:25:25	2012.10.22	000	000	000	2	1001	1001	-40.44	-25.76	23.90	137.51	15	
DDPJB01855T4ED	OOOXOO	20131210	06:25:41	2012.10.22	000	000	000	2	1001	1001	-30.69	-37.76	70.02	28.80	11	
DDPJB01855T4DF	OOOOOO	20131210	06:25:53	2012.10.22	000	000	000	2	1001	1001	-31.20	-34.81	58.45	41.47	7	
DDPJB01855T4ED	OOOOOO	20131210	06:26:09	2012.10.22	000	000	000	2	1001	1001	-32.20	-26.71	52.33	126.00	7	
DDPJB01855T9NH	OOOOOO	20131210	06:26:26	2012.10.22	000	000	000	2	1001	1001	-26.60	-31.20	165.62	100.58	11	
DDPJB01855T979	OOOOOO	20131210	06:26:38	2012.10.22	000	000	000	2	1001	1001	-26.74	-31.03	120.69	107.82	6	
DDPJB01855T9LQ	OOOOOO	20131210	06:26:45	2012.10.22	000	000	000	2	1001	1001	-26.80	-30.88	129.58	82.17	6	
DDPJB01855T9NN	OOOOOO	20131210	06:26:53	2012.10.22	000	000	000	2	1001	1001	-26.94	-30.87	150.39	97.57	6	
DDPJB01855T9NT	OOOOOO	20131210	06:27:00	2012.10.22	000	000	000	2	1001	1001	-26.85	-30.82	134.15	89.02	7	
DDPJB01855T97A	OOOOOO	20131210	06:27:08	2012.10.22	000	000	000	2	1001	1001	-26.98	-30.97	94.85	55.97	6	
DDPJB01855T9NY	OOOOOO	20131210	06:27:15	2012.10.22	000	000	000	2	1001	1001	-27.01	-31.00	98.36	64.10	6	
DDPJB01855T4FA	OOOOOO	20131210	06:27:23	2012.10.22	000	000	000	2	1001	1001	-27.09	-30.82	141.27	92.58	6	
DDPJB01855T4D1	OOOOOO	20131210	06:27:30	2012.10.22	000	000	000	2	1001	1001	-27.05	-30.70	140.45	84.66	7	
DDPJB01855T9NS	OOOOOO	20131210	06:27:38	2012.10.22	000	000	000	2	1001	1001	-27.01	-30.60	143.44	95.62	6	
DDPJB01855T47J	OOOOOO	20131210	06:27:45	2012.10.22	000	000	000	2	1001	1001	-27.02	-30.55	134.61	90.67	7	
DDPJB01855T46N	OOOOOO	20131210	06:27:53	2012.10.22	000	000	000	2	1001	1001	-27.06	-30.64	128.25	88.47	6	
DDPJB01855T46S	OOOOOO	20131210	06:28:00	2012.10.22	000	000	000	2	1001	1001	-27.08	-30.60	111.99	91.99	7	
DDPJB01855T9JP	OOOOOO	20131210	06:28:08	2012.10.22	000	000	000	2	1001	1001	-27.06	-30.48	132.26	88.88	6	
DDPJB01855T49B	OOOOOO	20131210	06:28:15	2012.10.22	000	000	000	2	1001	1001	-27.11	-30.56	135.79	86.23	7	
DDPJB01855T495	OOOOOO	20131210	06:28:23	2012.10.22	000	000	000	2	1001	1001	-27.24	-29.48	98.16	84.19	11	
DDPJB01855T490	OOOOOO	20131210	06:28:35	2012.10.22	000	000	000	2	1001	1001	-27.39	-30.05	118.56	89.43	6	
DDPJB01855T47U	OOOOOO	20131210	06:28:42	2012.10.22	000	000	000	2	1001	1001	-27.42	-29.91	117.60	85.32	7	
