S/No	FFDD	Date	Time	Version	Station	Fixture	PC	MIC	L_FREQ	R_FREQ	L_dB	R_dB	L_Noise	R_Noise	CycleTime	
DDPJB01855T7XP	OOOOOO	20131210	13:11:27	2012.10.22	000	000	000	2	1001	1001	-30.30	-25.73	123.53	171.13	10	
DDPJB01855T7XU	OOOOOO	20131210	13:11:41	2012.10.22	000	000	000	2	1001	1001	-28.67	-28.07	80.34	99.29	12	
DDPJB01855T7VG	OOOOOO	20131210	13:11:54	2012.10.22	000	000	000	2	1001	1001	-36.99	-29.54	69.59	114.16	12	
DDPJB01855T7Y0	OOXXOO	20131210	13:12:08	2012.10.22	000	000	000	2	1001	1001	-31.19	-31.20	84.76	85.26	12	
DDPJB01855T7Y6	OOOOOO	20131210	13:12:22	2012.10.22	000	000	000	2	1001	1001	-30.23	-30.57	87.54	100.02	14	
DDPJB01855T7Y0	OOOOOO	20131210	13:12:41	2012.10.22	000	000	000	2	1001	1001	-22.32	-27.10	209.75	113.38	11	
DDPJB01855T7XL	OOXOOO	20131210	13:12:59	2012.10.22	000	000	000	2	1001	1001	-37.18	-24.85	31.15	128.16	10	
DDPJB01855T7YC	OOOOOO	20131210	13:13:11	2012.10.22	000	000	000	2	1001	1001	-24.22	-27.83	113.06	83.68	10	
DDPJB01855T7XL	OOOOOO	20131210	13:13:23	2012.10.22	000	000	000	2	1001	1001	-28.21	-26.77	135.77	162.04	12	
DDPJB01855T7VX	OOOOOO	20131210	13:13:45	2012.10.22	000	000	000	2	1001	1001	-29.91	-29.47	105.18	105.34	12	
DDPJB01855T7V0	OOOOOO	20131210	13:14:07	2012.10.22	000	000	000	2	1001	1001	-34.42	-26.39	88.64	145.77	10	
DDPJB01855T7YB	OOOOOO	20131210	13:14:21	2012.10.22	000	000	000	2	1001	1001	-32.12	-33.25	78.59	66.52	13	
DDPJB01855T7UU	OOOOOO	20131210	13:14:36	2012.10.22	000	000	000	2	1001	1001	-34.19	-30.79	58.43	87.82	17	
DDPJB01855T7Y5	OOOOOO	20131210	13:14:54	2012.10.22	000	000	000	2	1001	1001	-33.70	-27.35	60.51	120.25	17	
DDPJB01855T7YN	OOOOOO	20131210	13:15:14	2012.10.22	000	000	000	2	1001	1001	-22.82	-29.20	174.39	73.26	12	
DDPJB01855T7UX	OOOOOO	20131210	13:15:30	2012.10.22	000	000	000	2	1001	1001	-30.88	-27.97	89.42	123.68	12	
DDPJB01855T7VE	OOOXOO	20131210	13:15:46	2012.10.22	000	000	000	2	1001	1001	-31.58	-38.12	61.01	26.52	10	
DDPJB01855T7V9	OOOOOO	20131210	13:16:02	2012.10.22	000	000	000	2	1001	1001	-23.46	-27.17	163.51	108.54	12	
DDPJB01855T7VE	OOOXOO	20131210	13:16:16	2012.10.22	000	000	000	2	1001	1001	-29.13	-37.78	142.73	109.82	12	
DDPJB01855T7X0	OOOOOO	20131210	13:16:46	2012.10.22	000	000	000	2	1001	1001	-33.61	-33.77	78.25	60.11	12	
DDPJB01855T7YG	OOXXOO	20131210	13:17:03	2012.10.22	000	000	000	2	1001	1001	-26.99	-26.92	137.96	135.55	11	
DDPJB01855T7YG	OOOOOO	20131210	13:17:20	2012.10.22	000	000	000	2	1001	1001	-23.05	-24.35	166.80	134.84	11	
DDPJB01855T7XV	OOOOOO	20131210	13:17:43	2012.10.22	000	000	000	2	1001	1001	-24.68	-29.77	133.20	75.26	11	
DDPJB01855T7VT	OOOOOO	20131210	13:17:59	2012.10.22	000	000	000	2	1001	1001	-30.74	-30.84	67.90	71.73	19	
DDPJB01855T7X1	OOOOOO	20131210	13:18:22	2012.10.22	000	000	000	2	1001	1001	-26.42	-26.18	110.70	102.29	11	
DDPJB01855T7VI	OOOOOO	20131210	13:18:40	2012.10.22	000	000	000	2	1001	1001	-31.06	-29.93	73.57	82.45	10	
DDPJB01855T7VZ	OOOOOO	20131210	13:18:52	2012.10.22	000	000	000	2	1001	1001	-32.38	-36.94	73.80	45.37	11	
DDPJB01855T7UY	OOOOOO	20131210	13:19:06	2012.10.22	000	000	000	2	1001	1001	-30.56	-28.23	81.17	115.18	11	
DDPJB01855T7VJ	OOOOOO	20131210	13:19:19	2012.10.22	000	000	000	2	1001	1001	-32.54	-31.57	114.56	135.68	10	
DDPJB01855T7VU	OOOOOO	20131210	13:19:31	2012.10.22	000	000	000	2	1001	1001	-31.69	-36.37	72.57	47.07	12	
DDPJB01855T7V7	OOOOOO	20131210	13:19:52	2012.10.22	000	000	000	2	1001	1001	-31.11	-36.75	60.60	37.26	11	
DDPJB01855T7UT	OOOOOO	20131210	13:20:05	2012.10.22	000	000	000	2	1001	1001	-29.58	-28.29	101.36	116.59	16	
DDPJB01855T4TD	OOOOOO	20131210	13:20:30	2012.10.22	000	000	000	2	1001	1001	-34.43	-32.74	53.73	66.64	10	
DDPJB01855T4S5	OOOOOO	20131210	13:20:45	2012.10.22	000	000	000	2	1001	1001	-34.86	-27.66	56.49	134.19	11	
DDPJB01855T4U6	OOOOOO	20131210	13:20:59	2012.10.22	000	000	000	2	1001	1001	-34.37	-33.40	58.15	69.64	11	
DDPJB01855T4TI	OOOOOO	20131210	13:21:11	2012.10.22	000	000	000	2	1001	1001	-32.25	-31.37	60.44	64.52	12	
DDPJB01855T4TO	OOOOOO	20131210	13:21:25	2012.10.22	000	000	000	2	1001	1001	-36.97	-34.31	28.76	40.16	11	
DDPJB01855T176	OOOOOO	20131210	13:21:38	2012.10.22	000	000	000	2	1001	1001	-30.31	-29.95	80.95	85.95	13	
DDPJB01855T4S0	OOOOOO	20131210	13:21:52	2012.10.22	000	000	000	2	1001	1001	-29.89	-32.65	97.51	65.18	12	
DDPJB01855T4TT	OOOOOO	20131210	13:22:07	2012.10.22	000	000	000	2	1001	1001	-34.18	-31.22	55.41	80.28	12	
DDPJB01855T4T7	XXXXOO	20131210	13:22:22	2012.10.22	000	000	000	2	0	0	-96.33	-96.33	0.69	0.62	19	
DDPJB01855T4TT	OOOOOO	20131210	13:22:43	2012.10.22	000	000	000	2	1001	1001	-34.20	-31.56	45.27	59.31	13	
DDPJB01855T4T2	OOOOOO	20131210	13:23:02	2012.10.22	000	000	000	2	1001	1001	-27.80	-30.42	106.13	87.12	35	
DDPJB01855T12S	OOOOOO	20131210	13:23:40	2012.10.22	000	000	000	2	1001	1001	-34.72	-32.00	46.37	82.54	11	
DDPJB01855T17C	OOOOOO	20131210	13:23:55	2012.10.22	000	000	000	2	1001	1001	-32.16	-34.54	125.89	175.73	10	
DDPJB01855T11R	OOOOOO	20131210	13:24:06	2012.10.22	000	000	000	2	1001	1001	-30.47	-27.44	82.11	121.05	10	
DDPJB01855T12N	OOOOOO	20131210	13:24:17	2012.10.22	000	000	000	2	1001	1001	-30.21	-29.68	59.80	63.98	11	
DDPJB01855T12Y	OOOOOO	20131210	13:24:32	2012.10.22	000	000	000	2	1001	1001	-35.06	-31.26	61.47	84.34	13	
DDPJB01855T121	OOOOOO	20131210	13:24:46	2012.10.22	000	000	000	2	1001	1001	-31.77	-31.60	123.78	134.06	11	
DDPJB01855T139	OOOOOO	20131210	13:25:03	2012.10.22	000	000	000	2	1001	1001	-29.59	-29.89	82.25	83.32	11	
DDPJB01855T11X	OOOOOO	20131210	13:25:18	2012.10.22	000	000	000	2	1001	1001	-34.52	-30.24	57.39	74.69	12	
DDPJB01855T12C	OOOOOO	20131210	13:25:34	2012.10.22	000	000	000	2	1001	1001	-36.34	-31.17	44.35	88.51	11	
DDPJB01855T12H	OOOOOO	20131210	13:25:47	2012.10.22	000	000	000	2	1001	1001	-28.60	-28.37	122.16	117.98	12	
DDPJB01855T126	OOOOOO	20131210	13:26:02	2012.10.22	000	000	000	2	1001	1001	-31.69	-33.31	61.00	59.38	13	
DDPJB01855T4O9	OOOOOO	20131210	13:26:24	2012.10.22	000	000	000	2	1001	1001	-29.13	-30.06	118.04	102.76	11	
DDPJB01855T12T	OOOOOO	20131210	13:26:38	2012.10.22	000	000	000	2	1001	1001	-33.35	-30.88	63.14	90.14	12	
DDPJB01855T12O	OOXOOO	20131210	13:26:53	2012.10.22	000	000	000	2	1001	1001	-37.71	-32.87	72.44	89.88	11	
DDPJB01855T133	OOOOOO	20131210	13:27:07	2012.10.22	000	000	000	2	1001	1001	-26.02	-27.84	152.12	129.67	14	
DDPJB01855T12O	OOOOOO	20131210	13:27:26	2012.10.22	000	000	000	2	1001	1001	-27.11	-29.41	147.42	151.56	11	
DDPJB01855T4VO	OOOOOO	20131210	13:27:44	2012.10.22	000	000	000	2	1001	1001	-36.26	-32.73	105.01	110.72	13	
DDPJB01855T4O3	OOOOOO	20131210	13:28:06	2012.10.22	000	000	000	2	1001	1001	-30.66	-30.24	68.88	70.27	13	
DDPJB01855T4XE	OOOOOO	20131210	13:28:21	2012.10.22	000	000	000	2	1001	1001	-33.24	-29.89	76.39	84.04	11	
DDPJB01855T12D	OOOOOO	20131210	13:28:34	2012.10.22	000	000	000	2	1001	1001	-29.34	-26.37	113.26	152.68	11	
DDPJB01855T12I	OOOOOO	20131210	13:28:48	2012.10.22	000	000	000	2	1001	1001	-30.77	-28.60	93.80	129.57	13	
DDPJB01855T127	OOOOOO	20131210	13:29:03	2012.10.22	000	000	000	2	1001	1001	-30.37	-28.97	90.60	106.82	11	
DDPJB01855T4UB	OOOOOO	20131210	13:29:18	2012.10.22	000	000	000	2	1001	1001	-29.83	-33.67	74.18	47.29	11	
DDPJB01855T4UG	OOOOOO	20131210	13:29:32	2012.10.22	000	000	000	2	1001	1001	-33.93	-34.99	53.61	52.99	13	
DDPJB01855T4V2	OOOOOO	20131210	13:29:47	2012.10.22	000	000	000	2	1001	1001	-34.57	-31.27	60.90	87.52	12	
DDPJB01855T122	OOOOOO	20131210	13:30:01	2012.10.22	000	000	000	2	1001	1001	-29.25	-30.15	110.26	96.79	11	
DDPJB01855T94E	OOOOOO	20131210	13:30:14	2012.10.22	000	000	000	2	1001	1001	-31.35	-30.40	62.73	68.38	12	
DDPJB01855T4V7	OOOOOO	20131210	13:30:30	2012.10.22	000	000	000	2	1001	1001	-34.08	-29.33	43.05	70.98	13	
DDPJB01855T4VD	OOOOOO	20131210	13:30:47	2012.10.22	000	000	000	2	1001	1001	-33.87	-32.32	48.60	58.56	11	
DDPJB01855T4XP	OOOOOO	20131210	13:31:00	2012.10.22	000	000	000	2	1001	1001	-36.83	-32.57	114.96	186.60	13	
DDPJB01855T4X9	OOOOOO	20131210	13:31:19	2012.10.22	000	000	000	2	1001	1001	-28.74	-28.41	75.81	81.17	12	
DDPJB01855T4VI	OOOOOO	20131210	13:31:33	2012.10.22	000	000	000	2	1001	1001	-35.95	-33.06	140.62	140.69	13	
DDPJB01855T4NA	OOOOOO	20131210	13:31:49	2012.10.22	000	000	000	2	1001	1001	-29.39	-36.33	103.66	88.11	14	
DDPJB01855T4NP	OOOOOO	20131210	13:32:11	2012.10.22	000	000	000	2	1001	1001	-32.74	-29.36	68.64	103.17	11	
DDPJB01855T4N4	OOOOOO	20131210	13:32:24	2012.10.22	000	000	000	2	1001	1001	-33.61	-34.41	68.06	62.10	14	
DDPJB01855T4LZ	OOOOOO	20131210	13:32:39	2012.10.22	000	000	000	2	1001	1001	-29.45	-27.02	87.99	107.21	11	
DDPJB01855T4OB	XXXXOO	20131210	13:32:54	2012.10.22	000	000	000	2	0	0	-96.33	-96.33	0.66	0.67	10	
DDPJB01855T4O5	OOOOOO	20131210	13:33:08	2012.10.22	000	000	000	2	1001	1001	-28.66	-33.00	91.65	62.81	11	
DDPJB01855T4OB	OOOOOO	20131210	13:33:24	2012.10.22	000	000	000	2	1001	1001	-34.74	-33.41	44.15	51.37	11	
DDPJB01855T4NU	OOXOOO	20131210	13:33:40	2012.10.22	000	000	000	2	1001	1001	-37.14	-29.41	38.49	101.86	11	
DDPJB01855T4O0	OOXXOO	20131210	13:33:52	2012.10.22	000	000	000	2	1001	1001	-28.85	-28.93	97.73	108.46	11	
DDPJB01855T4NU	OOOOOO	20131210	13:34:06	2012.10.22	000	000	000	2	1001	1001	-30.80	-32.27	103.62	91.86	14	
DDPJB01855T4O0	OOOOOO	20131210	13:34:23	2012.10.22	000	000	000	2	1001	1001	-23.27	-27.93	193.02	111.90	11	
DDPJB01855T4NF	OOOOOO	20131210	13:34:38	2012.10.22	000	000	000	2	1001	1001	-31.51	-26.63	99.66	124.12	12	
DDPJB01855T0T9	OOOOOO	20131210	13:35:05	2012.10.22	000	000	000	2	1001	1001	-33.81	-31.09	99.65	126.24	12	
DDPJB01855T0T3	OOOOOO	20131210	13:35:23	2012.10.22	000	000	000	2	1001	1001	-34.19	-31.03	58.55	80.78	11	
DDPJB01855T7U4	OOOOOO	20131210	13:35:36	2012.10.22	000	000	000	2	1001	1001	-34.12	-29.47	73.33	114.91	11	
DDPJB01855T0RV	OOOOOO	20131210	13:35:49	2012.10.22	000	000	000	2	1001	1001	-29.47	-32.04	101.16	71.26	11	
DDPJB01855T0SC	OOOOOO	20131210	13:36:01	2012.10.22	000	000	000	2	1001	1001	-34.89	-31.29	43.61	72.99	11	
DDPJB01855T0S6	OOOOOO	20131210	13:36:13	2012.10.22	000	000	000	2	1001	1001	-34.41	-33.01	47.40	55.26	12	
DDPJB01855T0TE	OOOOOO	20131210	13:36:27	2012.10.22	000	000	000	2	1001	1001	-34.75	-33.44	44.55	49.96	11	
DDPJB01855T0TI	XXXXOO	20131210	13:36:40	2012.10.22	000	000	000	2	0	0	0.00	-96.33	0.70	0.63	19	
DDPJB01855T0TI	OOOOOO	20131210	13:37:08	2012.10.22	000	000	000	2	1001	1001	-25.50	-29.81	178.98	105.86	12	
DDPJB01855T0SY	OOOOOO	20131210	13:37:25	2012.10.22	000	000	000	2	1001	1001	-31.40	-26.99	78.75	134.93	13	
DDPJB01855T0RQ	OOOOOO	20131210	13:37:45	2012.10.22	000	000	000	2	1001	1001	-26.66	-32.46	191.54	80.86	11	
DDPJB01855T0TD	XXXXOO	20131210	13:38:12	2012.10.22	000	000	000	2	10	10	-96.33	-96.33	2.17	2.31	11	
DDPJB01855T0QN	OOOOOO	20131210	13:38:26	2012.10.22	000	000	000	2	1001	1001	-27.36	-23.79	145.57	185.94	11	
DDPJB01855T0TD	OOOOOO	20131210	13:38:41	2012.10.22	000	000	000	2	1001	1001	-25.06	-31.00	134.54	70.42	13	
DDPJB01855T0RP	OOOOOO	20131210	13:38:59	2012.10.22	000	000	000	2	1001	1001	-27.41	-29.00	133.12	110.28	12	
DDPJB01855T0S1	XXXXOO	20131210	13:39:16	2012.10.22	000	000	000	2	10	10	-13.64	-13.98	5.74	5.87	11	
DDPJB01855T0RJ	OOOOOO	20131210	13:39:32	2012.10.22	000	000	000	2	1001	1001	-27.69	-27.80	132.08	133.23	11	
DDPJB01855T0S1	OOOOOO	20131210	13:39:48	2012.10.22	000	000	000	2	1001	1001	-24.35	-25.53	149.93	134.90	10	
DDPJB01855T0EV	OOOOOO	20131210	13:40:02	2012.10.22	000	000	000	2	1001	1001	-26.61	-31.81	131.20	70.95	12	
DDPJB01855T0FN	OOOOOO	20131210	13:40:22	2012.10.22	000	000	000	2	1001	1001	-27.79	-31.72	126.45	55.68	11	
DDPJB01855T0FC	OOOOOO	20131210	13:40:39	2012.10.22	000	000	000	2	1001	1001	-26.76	-26.24	113.60	105.63	10	
DDPJB01855T0FS	OOOOOO	20131210	13:40:55	2012.10.22	000	000	000	2	1001	1001	-28.33	-30.21	141.57	122.87	13	
DDPJB01855T0TJ	OOOOOO	20131210	13:41:16	2012.10.22	000	000	000	2	1001	1001	-28.57	-33.66	104.36	86.76	15	
DDPJB01855T4RU	XXXXOO	20131210	13:41:36	2012.10.22	000	000	000	2	0	0	0.00	-96.33	0.61	0.65	12	
DDPJB01855T4U3	OOOOOO	20131210	13:41:49	2012.10.22	000	000	000	2	1001	1001	-27.94	-29.01	132.92	128.23	10	
DDPJB01855T4RU	OOOOOO	20131210	13:42:03	2012.10.22	000	000	000	2	1001	1001	-26.58	-28.40	108.59	93.32	10	
DDPJB01855T13U	OOOOOO	20131210	13:42:24	2012.10.22	000	000	000	2	1001	1001	-33.17	-27.77	66.86	127.82	14	
DDPJB01855T4SR	XXXXOO	20131210	13:42:40	2012.10.22	000	000	000	2	0	0	-96.33	-96.33	0.67	0.63	10	
DDPJB01855T4RE	OOOOOO	20131210	13:42:52	2012.10.22	000	000	000	2	1001	1001	-28.22	-28.01	105.59	110.52	11	
DDPJB01855T4SR	OOOOOO	20131210	13:43:06	2012.10.22	000	000	000	2	1001	1001	-28.70	-32.72	79.43	53.10	15	
DDPJB01855T4SB	OOOOOO	20131210	13:43:26	2012.10.22	000	000	000	2	1001	1001	-24.56	-26.83	187.51	132.32	12	
DDPJB01855T4SG	OOOOOO	20131210	13:43:42	2012.10.22	000	000	000	2	1001	1001	-30.13	-33.36	105.42	71.18	11	
DDPJB01855T4SL	OOOOOO	20131210	13:43:58	2012.10.22	000	000	000	2	1001	1001	-27.65	-30.87	100.61	78.34	14	
DDPJB01855T4SH	OOOOOO	20131210	13:44:16	2012.10.22	000	000	000	2	1001	1001	-29.67	-30.99	98.43	83.54	11	
DDPJB01855T4SC	OOOOOO	20131210	13:44:29	2012.10.22	000	000	000	2	1001	1001	-33.51	-35.46	39.49	34.92	13	
DDPJB01855T4U0	OOOOOO	20131210	13:44:47	2012.10.22	000	000	000	2	1001	1001	-30.21	-28.81	117.75	131.47	11	
DDPJB01855T4X0	OOOOOO	20131210	13:45:00	2012.10.22	000	000	000	2	1001	1001	-32.01	-34.25	74.92	48.83	10	
DDPJB01855T4TU	OOOOOO	20131210	13:45:11	2012.10.22	000	000	000	2	1001	1001	-31.72	-33.04	87.55	62.21	11	
DDPJB01855T14B	OOOOOO	20131210	13:45:26	2012.10.22	000	000	000	2	1001	1001	-35.67	-32.88	71.03	81.09	13	
DDPJB01855T140	OOOOOO	20131210	13:45:43	2012.10.22	000	000	000	2	1001	1001	-28.83	-27.55	117.88	131.53	14	
DDPJB01855T14R	OOXOOO	20131210	13:45:59	2012.10.22	000	000	000	2	1001	1001	-37.16	-29.78	56.90	102.94	11	
DDPJB01855T145	OOOOOO	20131210	13:46:12	2012.10.22	000	000	000	2	1001	1001	-26.55	-26.41	66.25	87.03	15	
DDPJB01855T14R	OOOOOO	20131210	13:46:30	2012.10.22	000	000	000	2	1001	1001	-33.14	-29.11	71.97	102.17	13	
DDPJB01855T4TP	OOOOOO	20131210	13:46:49	2012.10.22	000	000	000	2	1001	1001	-31.85	-26.04	99.48	333.29	10	
DDPJB01855T14L	OOOOOO	20131210	13:47:01	2012.10.22	000	000	000	2	1001	1001	-34.41	-26.45	53.45	108.37	12	
DDPJB01855T14G	OOOOOO	20131210	13:47:15	2012.10.22	000	000	000	2	1001	1001	-34.67	-29.16	58.60	105.22	12	
DDPJB01855T13J	XXXXOO	20131210	13:47:30	2012.10.22	000	000	000	2	10	10	-96.33	-96.33	14.38	14.70	10	
DDPJB01855T4SN	OOOOOO	20131210	13:47:46	2012.10.22	000	000	000	2	1001	1001	-36.69	-27.40	63.45	137.20	11	
DDPJB01855T13J	XXXXOO	20131210	13:48:01	2012.10.22	000	000	000	2	0	0	-96.33	-96.33	0.73	0.60	11	
DDPJB01855T13J	OOOOOO	20131210	13:48:23	2012.10.22	000	000	000	2	1001	1001	-27.17	-31.18	118.00	72.41	14	
DDPJB01855T13P	OOOOOO	20131210	13:48:48	2012.10.22	000	000	000	2	1001	1001	-31.60	-28.89	99.19	124.42	13	
DDPJB01855T4T9	OOOOOO	20131210	13:49:03	2012.10.22	000	000	000	2	1001	1001	-33.96	-27.57	47.74	108.26	11	
DDPJB01855T4TE	OOOOOO	20131210	13:49:19	2012.10.22	000	000	000	2	1001	1001	-34.78	-29.41	56.47	85.40	11	
DDPJB01855T4SS	OOOOOO	20131210	13:49:34	2012.10.22	000	000	000	2	1001	1001	-32.65	-29.91	66.17	92.87	10	
DDPJB01855T4U5	OOOOOO	20131210	13:49:45	2012.10.22	000	000	000	2	1001	1001	-33.38	-28.56	54.45	111.24	12	
DDPJB01855T13E	OOOOOO	20131210	13:50:06	2012.10.22	000	000	000	2	1001	1001	-30.98	-31.98	121.19	98.82	11	
DDPJB01855T4T3	OOOOOO	20131210	13:50:18	2012.10.22	000	000	000	2	1001	1001	-31.45	-26.82	103.87	193.09	13	
DDPJB01855T4SY	OOOOOO	20131210	13:52:28	2012.10.22	000	000	000	2	1001	1001	-27.32	-31.94	150.30	88.25	13	
DDPJB01855T4OJ	OOOOOO	20131210	13:52:49	2012.10.22	000	000	000	2	1001	1001	-34.77	-28.35	47.08	100.14	15	
DDPJB01855T4S6	OOXOOO	20131210	13:53:08	2012.10.22	000	000	000	2	1001	1001	-41.62	-28.78	23.56	83.77	11	
DDPJB01855T4S1	OOOOOO	20131210	13:53:21	2012.10.22	000	000	000	2	1001	1001	-28.54	-34.30	120.56	79.18	14	
DDPJB01855T4S6	OOXOOO	20131210	13:53:37	2012.10.22	000	000	000	2	1001	1001	-40.34	-29.49	17.21	77.94	13	
DDPJB01855TEA4	OOOOOO	20131210	13:53:52	2012.10.22	000	000	000	2	1001	1001	-36.51	-35.49	62.99	68.49	10	
DDPJB01855T4TJ	OOOOOO	20131210	13:54:08	2012.10.22	000	000	000	2	1001	1001	-28.43	-29.39	117.79	107.50	11	
DDPJB01855T4OE	XXXXOO	20131210	13:54:22	2012.10.22	000	000	000	2	0	0	-96.33	-96.33	0.70	0.66	12	
DDPJB01855T4OP	XXOOXX	20131210	13:54:36	2012.10.22	000	000	000	2	10	10	-32.31	-31.35	1444.57	1317.72	13	
DDPJB01855T4OE	XXXXOO	20131210	13:54:50	2012.10.22	000	000	000	2	0	0	-96.33	-96.33	0.63	0.61	11	
DDPJB01855T11V	OOOOOO	20131210	13:55:05	2012.10.22	000	000	000	2	1001	1001	-32.48	-29.95	60.00	78.85	11	
DDPJB01855T4OU	OOOOOO	20131210	13:55:22	2012.10.22	000	000	000	2	1001	1001	-31.98	-32.13	73.36	73.71	10	
DDPJB01855T11Q	OOOOOO	20131210	13:55:33	2012.10.22	000	000	000	2	1001	1001	-28.00	-34.53	91.15	81.61	11	
DDPJB01855T0E5	XXXXOO	20131210	13:55:48	2012.10.22	000	000	000	2	0	0	-96.33	-96.33	0.73	0.67	19	
DDPJB01855T0DJ	OOOOOO	20131210	13:56:11	2012.10.22	000	000	000	2	1001	1001	-32.02	-30.01	50.45	66.10	10	
DDPJB01855T0E5	OOOOOO	20131210	13:56:23	2012.10.22	000	000	000	2	1001	1001	-32.57	-26.83	74.41	124.75	11	
DDPJB01855T0DP	XXXXOO	20131210	13:56:37	2012.10.22	000	000	000	2	0	0	-96.33	-96.33	0.64	0.65	11	
DDPJB01855T0DE	OOOOOO	20131210	13:56:50	2012.10.22	000	000	000	2	1001	1001	-30.52	-28.47	87.46	113.34	10	
DDPJB01855T0E0	OOOOOO	20131210	13:57:03	2012.10.22	000	000	000	2	1001	1001	-31.54	-26.96	87.46	143.11	9	
DDPJB01855T7LO	OOOOOO	20131210	13:57:15	2012.10.22	000	000	000	2	1001	1001	-30.77	-29.90	59.71	66.55	12	
DDPJB01855T7LL	OOOOOO	20131210	13:57:28	2012.10.22	000	000	000	2	1001	1001	-32.99	-29.95	78.28	115.98	10	
DDPJB01855T7U0	OOOOOO	20131210	13:57:40	2012.10.22	000	000	000	2	1001	1001	-30.67	-28.16	78.32	108.80	10	
DDPJB01855T7TU	OOXXOO	20131210	13:57:53	2012.10.22	000	000	000	2	1001	1001	-13.25	-13.59	89.58	54.78	10	
DDPJB01855T0DU	OOOOOO	20131210	13:58:04	2012.10.22	000	000	000	2	1001	1001	-30.82	-31.18	64.70	70.09	11	
DDPJB01855T7EZ	OOOOOO	20131210	13:58:50	2012.10.22	000	000	000	2	1001	1001	-29.31	-30.33	79.19	62.16	10	
DDPJB01855T7DL	OOOOOO	20131210	13:59:02	2012.10.22	000	000	000	2	1001	1001	-31.70	-29.43	60.62	74.65	10	
DDPJB01855T7DX	OOOOOO	20131210	13:59:14	2012.10.22	000	000	000	2	1001	1001	-33.25	-35.44	61.28	52.18	9	
DDPJB01855T7DR	OOOOOO	20131210	13:59:26	2012.10.22	000	000	000	2	1001	1001	-31.15	-27.54	75.66	112.84	10	
DDPJB01855T7FE	OOXOOO	20131210	13:59:37	2012.10.22	000	000	000	2	1001	1001	-37.03	-35.38	47.96	53.43	11	
DDPJB01855T7ET	XXXXOO	20131210	13:59:50	2012.10.22	000	000	000	2	0	0	-96.33	-96.33	0.66	0.63	9	
DDPJB01855T7FB	XXXXOO	20131210	14:00:01	2012.10.22	000	000	000	2	0	0	-96.33	-96.33	0.00	0.00	12	
DDPJB01855T7F9	OOOOOO	20131210	14:00:22	2012.10.22	000	000	000	2	1001	1001	-28.43	-25.19	93.98	109.61	10	
DDPJB01855T7FB	OOOOOO	20131210	14:00:34	2012.10.22	000	000	000	2	1001	1001	-28.11	-26.45	96.30	104.21	12	
DDPJB01855T7EO	XXXXOO	20131210	14:00:52	2012.10.22	000	000	000	2	0	0	0.00	-96.33	0.67	0.63	11	
DDPJB01855T7FG	OOOOOO	20131210	14:01:05	2012.10.22	000	000	000	2	1001	1001	-34.36	-29.51	155.20	87.85	10	
DDPJB01855T7EY	XXXXOO	20131210	14:01:21	2012.10.22	000	000	000	2	0	0	-96.33	-96.33	0.66	0.67	10	
DDPJB01855T7F3	OOOOOO	20131210	14:01:33	2012.10.22	000	000	000	2	1001	1001	-27.57	-24.71	103.81	144.71	13	
DDPJB01855T7EY	OOOOOO	20131210	14:01:49	2012.10.22	000	000	000	2	1001	1001	-25.03	-32.46	112.52	51.12	10	
DDPJB01855T7E2	OOOOOO	20131210	14:02:07	2012.10.22	000	000	000	2	1001	1001	-30.74	-27.66	103.32	118.95	11	
DDPJB01855T7D5	OOXOOO	20131210	14:02:20	2012.10.22	000	000	000	2	1001	1001	-39.22	-26.78	28.82	119.62	11	
DDPJB01855T7D0	OOOOOO	20131210	14:02:34	2012.10.22	000	000	000	2	1001	1001	-30.25	-33.78	85.14	53.45	11	
DDPJB01855T7DB	OOOOOO	20131210	14:02:52	2012.10.22	000	000	000	2	1001	1001	-26.70	-29.09	153.79	141.10	13	
DDPJB01855T7DG	OOOOOO	20131210	14:03:06	2012.10.22	000	000	000	2	1001	1001	-33.53	-32.46	76.49	74.66	11	
DDPJB01855T7E7	OOOOOO	20131210	14:03:20	2012.10.22	000	000	000	2	1001	1001	-31.99	-35.74	79.07	54.66	10	
DDPJB01855T7ED	OOOOOO	20131210	14:03:32	2012.10.22	000	000	000	2	1001	1001	-35.51	-35.02	50.88	52.82	11	
DDPJB01855T7EI	OOOOOO	20131210	14:03:46	2012.10.22	000	000	000	2	1001	1001	-29.23	-28.67	84.20	90.70	13	
DDPJB01855T7ES	OOOOOO	20131210	14:04:27	2012.10.22	000	000	000	2	1001	1001	-35.34	-27.11	40.09	124.52	11	
DDPJB01855T7E6	OOOOOO	20131210	14:04:39	2012.10.22	000	000	000	2	1001	1001	-27.58	-35.45	110.94	48.91	12	
DDPJB01855T7DV	OOOOOO	20131210	14:04:53	2012.10.22	000	000	000	2	1001	1001	-35.40	-32.58	54.10	75.33	10	
DDPJB01855T7E1	OOOOOO	20131210	14:05:05	2012.10.22	000	000	000	2	1001	1001	-34.78	-27.80	72.22	142.57	12	
DDPJB01855T7EN	OOOOOO	20131210	14:05:18	2012.10.22	000	000	000	2	1001	1001	-30.57	-33.35	99.68	65.31	10	
DDPJB01855T7EH	OOOOOO	20131210	14:05:31	2012.10.22	000	000	000	2	1001	1001	-31.41	-31.57	81.44	71.04	10	
DDPJB01855T7EC	OOOOOO	20131210	14:05:48	2012.10.22	000	000	000	2	1001	1001	-29.85	-26.91	89.00	116.14	11	
